ibge_code;municipality;year;macro_class;area_ha;total_area_ha;share_pct
3503901;ARUJÁ;1985;farming;4,70759816688867e+03;9617,43269701638;48,949
3503901;ARUJÁ;1985;native_vegetation;3,73712540946125e+03;9617,43269701638;38,858
3503901;ARUJÁ;1985;non_vegetated_other;6,66002824707032e+01;9617,43269701638;0,692
3503901;ARUJÁ;1985;urban;1,06408977536617e+03;9617,43269701638;11,064
3503901;ARUJÁ;1985;water;4,20190628295899e+01;9617,43269701638;0,437
3503901;ARUJÁ;1986;farming;4,63319127865007e+03;9617,43269701636;48,175
3503901;ARUJÁ;1986;native_vegetation;3,71878929469685e+03;9617,43269701636;38,667
3503901;ARUJÁ;1986;non_vegetated_other;5,19648679687501e+01;9617,43269701636;0,540
3503901;ARUJÁ;1986;urban;1,15584465463868e+03;9617,43269701636;12,018
3503901;ARUJÁ;1986;water;5,76426010620119e+01;9617,43269701636;0,599
3503901;ARUJÁ;1987;farming;4,64553163810439e+03;9617,43269701636;48,303
3503901;ARUJÁ;1987;native_vegetation;3,64832257617876e+03;9617,43269701636;37,934
3503901;ARUJÁ;1987;non_vegetated_other;4,36604747680665e+01;9617,43269701636;0,454
3503901;ARUJÁ;1987;urban;1,22178168233037e+03;9617,43269701636;12,704
3503901;ARUJÁ;1987;water;5,81363256347657e+01;9617,43269701636;0,604
3503901;ARUJÁ;1988;farming;4,67366626172501e+03;9617,43269701631;48,596
3503901;ARUJÁ;1988;native_vegetation;3,57011651784741e+03;9617,43269701631;37,121
3503901;ARUJÁ;1988;non_vegetated_other;4,90051658081056e+01;9617,43269701631;0,510
3503901;ARUJÁ;1988;urban;1,27267474317021e+03;9617,43269701631;13,233
3503901;ARUJÁ;1988;water;5,19700084655763e+01;9617,43269701631;0,540
3503901;ARUJÁ;1989;farming;4,58445897163105e+03;9617,43269701637;47,668
3503901;ARUJÁ;1989;native_vegetation;3,59914087290723e+03;9617,43269701637;37,423
3503901;ARUJÁ;1989;non_vegetated_other;4,87583221557618e+01;9617,43269701637;0,507
3503901;ARUJÁ;1989;urban;1,33228242325446e+03;9617,43269701637;13,853
3503901;ARUJÁ;1989;water;5,27921070678711e+01;9617,43269701637;0,549
3503901;ARUJÁ;1990;farming;4,49657600996110e+03;9617,43269701639;46,754
3503901;ARUJÁ;1990;native_vegetation;3,62717169262773e+03;9617,43269701639;37,715
3503901;ARUJÁ;1990;non_vegetated_other;5,03197636169434e+01;9617,43269701639;0,523
3503901;ARUJÁ;1990;urban;1,38818857125861e+03;9617,43269701639;14,434
3503901;ARUJÁ;1990;water;5,51766595520020e+01;9617,43269701639;0,574
3503901;ARUJÁ;1991;farming;4,42990245787375e+03;9617,43269701644;46,061
3503901;ARUJÁ;1991;native_vegetation;3,62766274699785e+03;9617,43269701644;37,720
3503901;ARUJÁ;1991;non_vegetated_other;4,91682848876954e+01;9617,43269701644;0,511
3503901;ARUJÁ;1991;urban;1,44787613035285e+03;9617,43269701644;15,055
3503901;ARUJÁ;1991;water;6,28230769042972e+01;9617,43269701644;0,653
3503901;ARUJÁ;1992;farming;4,43929154989038e+03;9617,43269701643;46,159
3503901;ARUJÁ;1992;native_vegetation;3,56721701733472e+03;9617,43269701643;37,091
3503901;ARUJÁ;1992;non_vegetated_other;5,20458676086426e+01;9617,43269701643;0,541
3503901;ARUJÁ;1992;urban;1,49876803402717e+03;9617,43269701643;15,584
3503901;ARUJÁ;1992;water;6,01102281555177e+01;9617,43269701643;0,625
3503901;ARUJÁ;1993;farming;4,47532001596098e+03;9617,43269701643;46,533
3503901;ARUJÁ;1993;native_vegetation;3,46903292821115e+03;9617,43269701643;36,070
3503901;ARUJÁ;1993;non_vegetated_other;4,83459220336915e+01;9617,43269701643;0,503
3503901;ARUJÁ;1993;urban;1,56462335936896e+03;9617,43269701643;16,269
3503901;ARUJÁ;1993;water;6,01104714416504e+01;9617,43269701643;0,625
3503901;ARUJÁ;1994;farming;4,68881016726717e+03;9617,43269701636;48,753
3503901;ARUJÁ;1994;native_vegetation;3,22643994668027e+03;9617,43269701636;33,548
3503901;ARUJÁ;1994;non_vegetated_other;4,42345275085450e+01;9617,43269701636;0,460
3503901;ARUJÁ;1994;urban;1,60030604572150e+03;9617,43269701636;16,640
3503901;ARUJÁ;1994;water;5,76420098388673e+01;9617,43269701636;0,599
3503901;ARUJÁ;1995;farming;4,62994252656897e+03;9617,43269701647;48,141
3503901;ARUJÁ;1995;native_vegetation;3,20835092877252e+03;9617,43269701647;33,360
3503901;ARUJÁ;1995;non_vegetated_other;3,93831709045411e+01;9617,43269701647;0,409
3503901;ARUJÁ;1995;urban;1,68342976031512e+03;9617,43269701647;17,504
3503901;ARUJÁ;1995;water;5,63263104553223e+01;9617,43269701647;0,586
3503901;ARUJÁ;1996;farming;4,64237389204139e+03;9617,43269701649;48,270
3503901;ARUJÁ;1996;native_vegetation;3,12998022987721e+03;9617,43269701649;32,545
3503901;ARUJÁ;1996;non_vegetated_other;4,33304437072755e+01;9617,43269701649;0,451
3503901;ARUJÁ;1996;urban;1,74780371691308e+03;9617,43269701649;18,173
3503901;ARUJÁ;1996;water;5,39444144775391e+01;9617,43269701649;0,561
3503901;ARUJÁ;1997;farming;4,59666188278847e+03;9617,43269701650;47,795
3503901;ARUJÁ;1997;native_vegetation;3,12143034287158e+03;9617,43269701650;32,456
3503901;ARUJÁ;1997;non_vegetated_other;3,95478396972657e+01;9617,43269701650;0,411
3503901;ARUJÁ;1997;urban;1,80634164232813e+03;9617,43269701650;18,782
3503901;ARUJÁ;1997;water;5,34509893310548e+01;9617,43269701650;0,556
3503901;ARUJÁ;1998;farming;4,34019724450720e+03;9617,43269701661;45,128
3503901;ARUJÁ;1998;native_vegetation;3,31664656903749e+03;9617,43269701661;34,486
3503901;ARUJÁ;1998;non_vegetated_other;4,17680631774903e+01;9617,43269701661;0,434
3503901;ARUJÁ;1998;urban;1,86232807583032e+03;9617,43269701661;19,364
3503901;ARUJÁ;1998;water;5,64927444641114e+01;9617,43269701661;0,587
3503901;ARUJÁ;1999;farming;4,18733303515056e+03;9617,43269701669;43,539
3503901;ARUJÁ;1999;native_vegetation;3,44509341073064e+03;9617,43269701669;35,821
3503901;ARUJÁ;1999;non_vegetated_other;4,45635184570314e+01;9617,43269701669;0,463
3503901;ARUJÁ;1999;urban;1,88288177700220e+03;9617,43269701669;19,578
3503901;ARUJÁ;1999;water;5,75609556762696e+01;9617,43269701669;0,599
3503901;ARUJÁ;2000;farming;4,13117119759569e+03;9617,43269701676;42,955
3503901;ARUJÁ;2000;native_vegetation;3,49410577353585e+03;9617,43269701676;36,331
3503901;ARUJÁ;2000;non_vegetated_other;4,57146839904787e+01;9617,43269701676;0,475
3503901;ARUJÁ;2000;urban;1,90450348099997e+03;9617,43269701676;19,803
3503901;ARUJÁ;2000;water;4,19375608947754e+01;9617,43269701676;0,436
3503901;ARUJÁ;2001;farming;4,10453356474660e+03;9617,43269701681;42,678
3503901;ARUJÁ;2001;native_vegetation;3,49895686895212e+03;9617,43269701681;36,381
3503901;ARUJÁ;2001;non_vegetated_other;4,34951930358888e+01;9617,43269701681;0,452
3503901;ARUJÁ;2001;urban;1,92875631352562e+03;9617,43269701681;20,055
3503901;ARUJÁ;2001;water;4,16907567565918e+01;9617,43269701681;0,433
3503901;ARUJÁ;2002;farming;4,08866468145803e+03;9617,43269701678;42,513
3503901;ARUJÁ;2002;native_vegetation;3,49871285681831e+03;9617,43269701678;36,379
3503901;ARUJÁ;2002;non_vegetated_other;4,14396206970216e+01;9617,43269701678;0,431
3503901;ARUJÁ;2002;urban;1,94618488402120e+03;9617,43269701678;20,236
3503901;ARUJÁ;2002;water;4,24306540222168e+01;9617,43269701678;0,441
3503901;ARUJÁ;2003;farming;4,04220654125420e+03;9617,43269701683;42,030
3503901;ARUJÁ;2003;native_vegetation;3,53768982488473e+03;9617,43269701683;36,784
3503901;ARUJÁ;2003;non_vegetated_other;4,29198472534180e+01;9617,43269701683;0,446
3503901;ARUJÁ;2003;urban;1,95662653731100e+03;9617,43269701683;20,345
3503901;ARUJÁ;2003;water;3,79899463134766e+01;9617,43269701683;0,395
3503901;ARUJÁ;2004;farming;4,01392251110893e+03;9617,43269701682;41,736
3503901;ARUJÁ;2004;native_vegetation;3,54837855504833e+03;9617,43269701682;36,895
3503901;ARUJÁ;2004;non_vegetated_other;4,57155282531740e+01;9617,43269701682;0,475
3503901;ARUJÁ;2004;urban;1,97183704823017e+03;9617,43269701682;20,503
3503901;ARUJÁ;2004;water;3,75790543762207e+01;9617,43269701682;0,391
3503901;ARUJÁ;2005;farming;3,98481313179986e+03;9617,43269701686;41,433
3503901;ARUJÁ;2005;native_vegetation;3,56499117656323e+03;9617,43269701686;37,068
3503901;ARUJÁ;2005;non_vegetated_other;4,63735121337892e+01;9617,43269701686;0,482
3503901;ARUJÁ;2005;urban;1,98219563021261e+03;9617,43269701686;20,610
3503901;ARUJÁ;2005;water;3,90592463073731e+01;9617,43269701686;0,406
3503901;ARUJÁ;2006;farming;3,92676535226500e+03;9617,43269701683;40,830
3503901;ARUJÁ;2006;native_vegetation;3,58554984941478e+03;9617,43269701683;37,282
3503901;ARUJÁ;2006;non_vegetated_other;4,31667792907716e+01;9617,43269701683;0,449
3503901;ARUJÁ;2006;urban;2,02058904060682e+03;9617,43269701683;21,010
3503901;ARUJÁ;2006;water;4,13616754394531e+01;9617,43269701683;0,430
3503901;ARUJÁ;2007;farming;3,85532068210517e+03;9617,43269701680;40,087
3503901;ARUJÁ;2007;native_vegetation;3,59525503477244e+03;9617,43269701680;37,383
3503901;ARUJÁ;2007;non_vegetated_other;4,16044137207032e+01;9617,43269701680;0,433
3503901;ARUJÁ;2007;urban;2,08134196062625e+03;9617,43269701680;21,641
3503901;ARUJÁ;2007;water;4,39106057922364e+01;9617,43269701680;0,457
3503901;ARUJÁ;2008;farming;3,85359162794867e+03;9617,43269701673;40,069
3503901;ARUJÁ;2008;native_vegetation;3,57503380253365e+03;9617,43269701673;37,172
3503901;ARUJÁ;2008;non_vegetated_other;4,16865347290040e+01;9617,43269701673;0,433
3503901;ARUJÁ;2008;urban;2,10600568875121e+03;9617,43269701673;21,898
3503901;ARUJÁ;2008;water;4,11150430541992e+01;9617,43269701673;0,428
3503901;ARUJÁ;2009;farming;3,82333154617376e+03;9617,43269701673;39,754
3503901;ARUJÁ;2009;native_vegetation;3,59279740574411e+03;9617,43269701673;37,357
3503901;ARUJÁ;2009;non_vegetated_other;3,85621270324708e+01;9617,43269701673;0,401
3503901;ARUJÁ;2009;urban;2,12466932379758e+03;9617,43269701673;22,092
3503901;ARUJÁ;2009;water;3,80722942687988e+01;9617,43269701673;0,396
3503901;ARUJÁ;2010;farming;3,75664192919993e+03;9617,43269701678;39,061
3503901;ARUJÁ;2010;native_vegetation;3,64699090020826e+03;9617,43269701678;37,921
3503901;ARUJÁ;2010;non_vegetated_other;4,00415875976564e+01;9617,43269701678;0,416
3503901;ARUJÁ;2010;urban;2,13675504697261e+03;9617,43269701678;22,218
3503901;ARUJÁ;2010;water;3,70032330383301e+01;9617,43269701678;0,385
3503901;ARUJÁ;2011;farming;3,72753485394358e+03;9617,43269701676;38,758
3503901;ARUJÁ;2011;native_vegetation;3,65743539564283e+03;9617,43269701676;38,029
3503901;ARUJÁ;2011;non_vegetated_other;3,77387998291017e+01;9617,43269701676;0,392
3503901;ARUJÁ;2011;urban;2,15887151506951e+03;9617,43269701676;22,447
3503901;ARUJÁ;2011;water;3,58521325317383e+01;9617,43269701676;0,373
3503901;ARUJÁ;2012;farming;3,74850630456003e+03;9617,43269701669;38,976
3503901;ARUJÁ;2012;native_vegetation;3,61484112149729e+03;9617,43269701669;37,586
3503901;ARUJÁ;2012;non_vegetated_other;3,32983391479493e+01;9617,43269701669;0,346
3503901;ARUJÁ;2012;urban;2,18666174413442e+03;9617,43269701669;22,736
3503901;ARUJÁ;2012;water;3,41251876770020e+01;9617,43269701669;0,355
3503901;ARUJÁ;2013;farming;3,73477719056467e+03;9617,43269701662;38,833
3503901;ARUJÁ;2013;native_vegetation;3,60423649214546e+03;9617,43269701662;37,476
3503901;ARUJÁ;2013;non_vegetated_other;3,23938054016114e+01;9617,43269701662;0,337
3503901;ARUJÁ;2013;urban;2,21428518873887e+03;9617,43269701662;23,024
3503901;ARUJÁ;2013;water;3,17400201660156e+01;9617,43269701662;0,330
3503901;ARUJÁ;2014;farming;3,66800894826727e+03;9617,43269701653;38,139
3503901;ARUJÁ;2014;native_vegetation;3,62068934123604e+03;9617,43269701653;37,647
3503901;ARUJÁ;2014;non_vegetated_other;3,32987103210450e+01;9617,43269701653;0,346
3503901;ARUJÁ;2014;urban;2,26460010964945e+03;9617,43269701653;23,547
3503901;ARUJÁ;2014;water;3,08355875427246e+01;9617,43269701653;0,321
3503901;ARUJÁ;2015;farming;3,65476555847846e+03;9617,43269701655;38,001
3503901;ARUJÁ;2015;native_vegetation;3,61995695583569e+03;9617,43269701655;37,640
3503901;ARUJÁ;2015;non_vegetated_other;3,05034772644043e+01;9617,43269701655;0,317
3503901;ARUJÁ;2015;urban;2,28137158789039e+03;9617,43269701655;23,721
3503901;ARUJÁ;2015;water;3,08351175476074e+01;9617,43269701655;0,321
3503901;ARUJÁ;2016;farming;3,59227675064155e+03;9617,43269701649;37,352
3503901;ARUJÁ;2016;native_vegetation;3,65827492794260e+03;9617,43269701649;38,038
3503901;ARUJÁ;2016;non_vegetated_other;3,24765579772950e+01;9617,43269701649;0,338
3503901;ARUJÁ;2016;urban;2,30389810628024e+03;9617,43269701649;23,955
3503901;ARUJÁ;2016;water;3,05063541748047e+01;9617,43269701649;0,317
3503901;ARUJÁ;2017;farming;3,56629767871770e+03;9617,43269701647;37,082
3503901;ARUJÁ;2017;native_vegetation;3,66123240957714e+03;9617,43269701647;38,069
3503901;ARUJÁ;2017;non_vegetated_other;3,57651633056642e+01;9617,43269701647;0,372
3503901;ARUJÁ;2017;urban;2,32568613254975e+03;9617,43269701647;24,182
3503901;ARUJÁ;2017;water;2,84513128662109e+01;9617,43269701647;0,296
3503901;ARUJÁ;2018;farming;3,53546705375429e+03;9617,43269701637;36,761
3503901;ARUJÁ;2018;native_vegetation;3,64914449603952e+03;9617,43269701637;37,943
3503901;ARUJÁ;2018;non_vegetated_other;3,83136734985353e+01;9617,43269701637;0,398
3503901;ARUJÁ;2018;urban;2,36753635911831e+03;9617,43269701637;24,617
3503901;ARUJÁ;2018;water;2,69711146057129e+01;9617,43269701637;0,280
3503901;ARUJÁ;2019;farming;3,45743406452691e+03;9617,43269701631;35,950
3503901;ARUJÁ;2019;native_vegetation;3,67669077039870e+03;9617,43269701631;38,229
3503901;ARUJÁ;2019;non_vegetated_other;3,83137756530763e+01;9617,43269701631;0,398
3503901;ARUJÁ;2019;urban;2,41687166234094e+03;9617,43269701631;25,130
3503901;ARUJÁ;2019;water;2,81224240966797e+01;9617,43269701631;0,292
3503901;ARUJÁ;2020;farming;3,42191892724052e+03;9617,43269701625;35,580
3503901;ARUJÁ;2020;native_vegetation;3,67150743931959e+03;9617,43269701625;38,176
3503901;ARUJÁ;2020;non_vegetated_other;4,82608025878907e+01;9617,43269701625;0,502
3503901;ARUJÁ;2020;urban;2,44795171480062e+03;9617,43269701625;25,453
3503901;ARUJÁ;2020;water;2,77938130676270e+01;9617,43269701625;0,289
3503901;ARUJÁ;2021;farming;3,37036578271534e+03;9617,43269701623;35,044
3503901;ARUJÁ;2021;native_vegetation;3,68614257327347e+03;9617,43269701623;38,328
3503901;ARUJÁ;2021;non_vegetated_other;4,94116023864746e+01;9617,43269701623;0,514
3503901;ARUJÁ;2021;urban;2,48511724091145e+03;9617,43269701623;25,840
3503901;ARUJÁ;2021;water;2,63954977294922e+01;9617,43269701623;0,274
3503901;ARUJÁ;2022;farming;3,29931849628952e+03;9617,43269701616;34,306
3503901;ARUJÁ;2022;native_vegetation;3,70546764793778e+03;9617,43269701616;38,529
3503901;ARUJÁ;2022;non_vegetated_other;5,31124721496582e+01;9617,43269701616;0,552
3503901;ARUJÁ;2022;urban;2,53149329383500e+03;9617,43269701616;26,322
3503901;ARUJÁ;2022;water;2,80407868041992e+01;9617,43269701616;0,292
3503901;ARUJÁ;2023;farming;3,28501314794967e+03;9617,43269701614;34,157
3503901;ARUJÁ;2023;native_vegetation;3,70579507614822e+03;9617,43269701614;38,532
3503901;ARUJÁ;2023;non_vegetated_other;6,25684473144531e+01;9617,43269701614;0,651
3503901;ARUJÁ;2023;urban;2,53848200114091e+03;9617,43269701614;26,395
3503901;ARUJÁ;2023;water;2,55740244628906e+01;9617,43269701614;0,266
3503901;ARUJÁ;2024;farming;3,21520938944742e+03;9617,43269701609;33,431
3503901;ARUJÁ;2024;native_vegetation;3,72421121307450e+03;9617,43269701609;38,724
3503901;ARUJÁ;2024;non_vegetated_other;8,07399129272461e+01;9617,43269701609;0,840
3503901;ARUJÁ;2024;urban;2,57153364005692e+03;9617,43269701609;26,738
3503901;ARUJÁ;2024;water;2,57385415100098e+01;9617,43269701609;0,268
3505708;BARUERI;1985;farming;2,25420494109497e+03;6569,31798295883;34,314
3505708;BARUERI;1985;native_vegetation;7,65284561523443e+02;6569,31798295883;11,649
3505708;BARUERI;1985;non_vegetated_other;1,77707665338133e+02;6569,31798295883;2,705
3505708;BARUERI;1985;urban;3,16516837842390e+03;6569,31798295883;48,181
3505708;BARUERI;1985;water;2,06952436578372e+02;6569,31798295883;3,150
3505708;BARUERI;1986;farming;2,22355858906253e+03;6569,31798295885;33,848
3505708;BARUERI;1986;native_vegetation;7,29056393353277e+02;6569,31798295885;11,098
3505708;BARUERI;1986;non_vegetated_other;1,64560966650389e+02;6569,31798295885;2,505
3505708;BARUERI;1986;urban;3,22990809029525e+03;6569,31798295885;49,167
3505708;BARUERI;1986;water;2,22233943597414e+02;6569,31798295885;3,383
3505708;BARUERI;1987;farming;2,26217520701907e+03;6569,31798295885;34,435
3505708;BARUERI;1987;native_vegetation;6,98574775720219e+02;6569,31798295885;10,634
3505708;BARUERI;1987;non_vegetated_other;1,55933997668455e+02;6569,31798295885;2,374
3505708;BARUERI;1987;urban;3,24173830993635e+03;6569,31798295885;49,347
3505708;BARUERI;1987;water;2,10895692614749e+02;6569,31798295885;3,210
3505708;BARUERI;1988;farming;2,24007604671023e+03;6569,31798295887;34,099
3505708;BARUERI;1988;native_vegetation;6,59466877563483e+02;6569,31798295887;10,039
3505708;BARUERI;1988;non_vegetated_other;1,85018734906004e+02;6569,31798295887;2,816
3505708;BARUERI;1988;urban;3,28840331204208e+03;6569,31798295887;50,057
3505708;BARUERI;1988;water;1,96353011737064e+02;6569,31798295887;2,989
3505708;BARUERI;1989;farming;2,20351511937870e+03;6569,31798295895;33,543
3505708;BARUERI;1989;native_vegetation;6,32766348895271e+02;6569,31798295895;9,632
3505708;BARUERI;1989;non_vegetated_other;1,98164460296630e+02;6569,31798295895;3,017
3505708;BARUERI;1989;urban;3,34402409796744e+03;6569,31798295895;50,904
3505708;BARUERI;1989;water;1,90847956420902e+02;6569,31798295895;2,905
3505708;BARUERI;1990;farming;2,16022090396733e+03;6569,31798295893;32,883
3505708;BARUERI;1990;native_vegetation;6,39747971453864e+02;6569,31798295893;9,738
3505708;BARUERI;1990;non_vegetated_other;1,99890320233153e+02;6569,31798295893;3,043
3505708;BARUERI;1990;urban;3,37926807299183e+03;6569,31798295893;51,440
3505708;BARUERI;1990;water;1,90190714312747e+02;6569,31798295893;2,895
3505708;BARUERI;1991;farming;2,06895093428953e+03;6569,31798295897;31,494
3505708;BARUERI;1991;native_vegetation;6,58560281127935e+02;6569,31798295897;10,025
3505708;BARUERI;1991;non_vegetated_other;1,89374935748290e+02;6569,31798295897;2,883
3505708;BARUERI;1991;urban;3,44654943529053e+03;6569,31798295897;52,464
3505708;BARUERI;1991;water;2,05882396502688e+02;6569,31798295897;3,134
3505708;BARUERI;1992;farming;2,01727474607541e+03;6569,31798295897;30,708
3505708;BARUERI;1992;native_vegetation;6,67106671484380e+02;6569,31798295897;10,155
3505708;BARUERI;1992;non_vegetated_other;1,94715479034423e+02;6569,31798295897;2,964
3505708;BARUERI;1992;urban;3,48006636416017e+03;6569,31798295897;52,975
3505708;BARUERI;1992;water;2,10154722204592e+02;6569,31798295897;3,199
3505708;BARUERI;1993;farming;1,94374801289060e+03;6569,31798295906;29,588
3505708;BARUERI;1993;native_vegetation;7,15002457104504e+02;6569,31798295906;10,884
3505708;BARUERI;1993;non_vegetated_other;1,90279182928466e+02;6569,31798295906;2,896
3505708;BARUERI;1993;urban;3,51637740360116e+03;6569,31798295906;53,527
3505708;BARUERI;1993;water;2,03910926434329e+02;6569,31798295906;3,104
3505708;BARUERI;1994;farming;1,87859680249019e+03;6569,31798295894;28,597
3505708;BARUERI;1994;native_vegetation;7,23218090289319e+02;6569,31798295894;11,009
3505708;BARUERI;1994;non_vegetated_other;1,81077501843261e+02;6569,31798295894;2,756
3505708;BARUERI;1994;urban;3,58350025041502e+03;6569,31798295894;54,549
3505708;BARUERI;1994;water;2,02925337921146e+02;6569,31798295894;3,089
3505708;BARUERI;1995;farming;1,79915041067501e+03;6569,31798295906;27,387
3505708;BARUERI;1995;native_vegetation;7,21409153033456e+02;6569,31798295906;10,981
3505708;BARUERI;1995;non_vegetated_other;1,83788613983154e+02;6569,31798295906;2,798
3505708;BARUERI;1995;urban;3,66672745149546e+03;6569,31798295906;55,816
3505708;BARUERI;1995;water;1,98242353771976e+02;6569,31798295906;3,018
3505708;BARUERI;1996;farming;1,70696979840693e+03;6569,31798295910;25,984
3505708;BARUERI;1996;native_vegetation;7,07359473236095e+02;6569,31798295910;10,768
3505708;BARUERI;1996;non_vegetated_other;1,93071578747558e+02;6569,31798295910;2,939
3505708;BARUERI;1996;urban;3,76745355436417e+03;6569,31798295910;57,349
3505708;BARUERI;1996;water;1,94463578204349e+02;6569,31798295910;2,960
3505708;BARUERI;1997;farming;1,64346903299557e+03;6569,31798295926;25,017
3505708;BARUERI;1997;native_vegetation;7,05470562945567e+02;6569,31798295926;10,739
3505708;BARUERI;1997;non_vegetated_other;1,96768095294189e+02;6569,31798295926;2,995
3505708;BARUERI;1997;urban;3,83095454411041e+03;6569,31798295926;58,316
3505708;BARUERI;1997;water;1,92655747613528e+02;6569,31798295926;2,933
3505708;BARUERI;1998;farming;1,53683584230955e+03;6569,31798295924;23,394
3505708;BARUERI;1998;native_vegetation;6,90353518786631e+02;6569,31798295924;10,509
3505708;BARUERI;1998;non_vegetated_other;2,00711594189453e+02;6569,31798295924;3,055
3505708;BARUERI;1998;urban;3,94325691671169e+03;6569,31798295924;60,025
3505708;BARUERI;1998;water;1,98160110961917e+02;6569,31798295924;3,016
3505708;BARUERI;1999;farming;1,44572691676632e+03;6569,31798295925;22,007
3505708;BARUERI;1999;native_vegetation;7,05223665020761e+02;6569,31798295925;10,735
3505708;BARUERI;1999;non_vegetated_other;2,02929785491943e+02;6569,31798295925;3,089
3505708;BARUERI;1999;urban;4,02286401732817e+03;6569,31798295925;61,237
3505708;BARUERI;1999;water;1,92573598352053e+02;6569,31798295925;2,931
3505708;BARUERI;2000;farming;1,41738284830318e+03;6569,31798295920;21,576
3505708;BARUERI;2000;native_vegetation;7,08591760461432e+02;6569,31798295920;10,786
3505708;BARUERI;2000;non_vegetated_other;2,00547631146240e+02;6569,31798295920;3,053
3505708;BARUERI;2000;urban;4,06714677353541e+03;6569,31798295920;61,911
3505708;BARUERI;2000;water;1,75648969512942e+02;6569,31798295920;2,674
3505708;BARUERI;2001;farming;1,39791268004758e+03;6569,31798295917;21,279
3505708;BARUERI;2001;native_vegetation;6,98073861328134e+02;6569,31798295917;10,626
3505708;BARUERI;2001;non_vegetated_other;2,11558646063233e+02;6569,31798295917;3,220
3505708;BARUERI;2001;urban;4,09466754035665e+03;6569,31798295917;62,330
3505708;BARUERI;2001;water;1,67105255163576e+02;6569,31798295917;2,544
3505708;BARUERI;2002;farming;1,38140008385007e+03;6569,31798295915;21,028
3505708;BARUERI;2002;native_vegetation;6,92076298400889e+02;6569,31798295915;10,535
3505708;BARUERI;2002;non_vegetated_other;2,12298840753174e+02;6569,31798295915;3,232
3505708;BARUERI;2002;urban;4,11890219548968e+03;6569,31798295915;62,699
3505708;BARUERI;2002;water;1,64640564465334e+02;6569,31798295915;2,506
3505708;BARUERI;2003;farming;1,35716660827635e+03;6569,31798295913;20,659
3505708;BARUERI;2003;native_vegetation;6,94047387030036e+02;6569,31798295913;10,565
3505708;BARUERI;2003;non_vegetated_other;2,15749782226563e+02;6569,31798295913;3,284
3505708;BARUERI;2003;urban;4,13664529998184e+03;6569,31798295913;62,969
3505708;BARUERI;2003;water;1,65708905444338e+02;6569,31798295913;2,522
3505708;BARUERI;2004;farming;1,33835685529173e+03;6569,31798295913;20,373
3505708;BARUERI;2004;native_vegetation;6,85503608544929e+02;6569,31798295913;10,435
3505708;BARUERI;2004;non_vegetated_other;2,16489197454834e+02;6569,31798295913;3,295
3505708;BARUERI;2004;urban;4,16465637286392e+03;6569,31798295913;63,396
3505708;BARUERI;2004;water;1,64311948803713e+02;6569,31798295913;2,501
3505708;BARUERI;2005;farming;1,31601006860959e+03;6569,31798295914;20,033
3505708;BARUERI;2005;native_vegetation;6,84187773828130e+02;6569,31798295914;10,415
3505708;BARUERI;2005;non_vegetated_other;2,15503371582032e+02;6569,31798295914;3,280
3505708;BARUERI;2005;urban;4,18478617617205e+03;6569,31798295914;63,702
3505708;BARUERI;2005;water;1,68830592767336e+02;6569,31798295914;2,570
3505708;BARUERI;2006;farming;1,29169305286862e+03;6569,31798295918;19,663
3505708;BARUERI;2006;native_vegetation;6,96755206298833e+02;6569,31798295918;10,606
3505708;BARUERI;2006;non_vegetated_other;2,14435735852051e+02;6569,31798295918;3,264
3505708;BARUERI;2006;urban;4,20080726125510e+03;6569,31798295918;63,946
3505708;BARUERI;2006;water;1,65626726684572e+02;6569,31798295918;2,521
3505708;BARUERI;2007;farming;1,27247087292477e+03;6569,31798295918;19,370
3505708;BARUERI;2007;native_vegetation;6,93715010113530e+02;6569,31798295918;10,560
3505708;BARUERI;2007;non_vegetated_other;2,15667841741944e+02;6569,31798295918;3,283
3505708;BARUERI;2007;urban;4,22553474591697e+03;6569,31798295918;64,322
3505708;BARUERI;2007;water;1,61929512261965e+02;6569,31798295918;2,465
3505708;BARUERI;2008;farming;1,25661518309934e+03;6569,31798295907;19,129
3505708;BARUERI;2008;native_vegetation;6,80817501599126e+02;6569,31798295907;10,364
3505708;BARUERI;2008;non_vegetated_other;2,18789951422120e+02;6569,31798295907;3,330
3505708;BARUERI;2008;urban;4,25026202562267e+03;6569,31798295907;64,699
3505708;BARUERI;2008;water;1,62833321215822e+02;6569,31798295907;2,479
3505708;BARUERI;2009;farming;1,23821263715207e+03;6569,31798295905;18,848
3505708;BARUERI;2009;native_vegetation;6,67836587274178e+02;6569,31798295905;10,166
3505708;BARUERI;2009;non_vegetated_other;2,21501402697755e+02;6569,31798295905;3,372
3505708;BARUERI;2009;urban;4,28304181495370e+03;6569,31798295905;65,198
3505708;BARUERI;2009;water;1,58725540881349e+02;6569,31798295905;2,416
3505708;BARUERI;2010;farming;1,14850440882564e+03;6569,31798295905;17,483
3505708;BARUERI;2010;native_vegetation;7,27479965570074e+02;6569,31798295905;11,074
3505708;BARUERI;2010;non_vegetated_other;2,20187147143556e+02;6569,31798295905;3,352
3505708;BARUERI;2010;urban;4,31811807813120e+03;6569,31798295905;65,732
3505708;BARUERI;2010;water;1,55028383288576e+02;6569,31798295905;2,360
3505708;BARUERI;2011;farming;1,05402739169920e+03;6569,31798295910;16,045
3505708;BARUERI;2011;native_vegetation;7,25673256506353e+02;6569,31798295910;11,046
