ibge_code;municipality;year;macro_class;area_ha;total_area_ha;share_pct
3513009;COTIA;1999;native_vegetation;1,86600742465668e+04;32399,12407035811;57,594
3513009;COTIA;1999;non_vegetated_other;2,67576787963867e+01;32399,12407035811;0,083
3513009;COTIA;1999;urban;2,88695821600944e+03;32399,12407035811;8,911
3513009;COTIA;1999;water;4,42327572418214e+02;32399,12407035811;1,365
3513009;COTIA;2000;farming;1,03913237691832e+04;32399,12407035814;32,073
3513009;COTIA;2000;native_vegetation;1,86037446532501e+04;32399,12407035814;57,421
3513009;COTIA;2000;non_vegetated_other;3,89844459777832e+01;32399,12407035814;0,120
3513009;COTIA;2000;urban;3,03643980327761e+03;32399,12407035814;9,372
3513009;COTIA;2000;water;3,28631398669434e+02;32399,12407035814;1,014
3513009;COTIA;2001;farming;1,02988940731200e+04;32399,12407035831;31,788
3513009;COTIA;2001;native_vegetation;1,85747634242951e+04;32399,12407035831;57,331
3513009;COTIA;2001;non_vegetated_other;4,71940886352539e+01;32399,12407035831;0,146
3513009;COTIA;2001;urban;3,15325119116217e+03;32399,12407035831;9,733
3513009;COTIA;2001;water;3,25021293145753e+02;32399,12407035831;1,003
3513009;COTIA;2002;farming;1,03098893401000e+04;32399,12407035758;31,822
3513009;COTIA;2002;native_vegetation;1,84474887973413e+04;32399,12407035758;56,938
3513009;COTIA;2002;non_vegetated_other;4,72803084472655e+01;32399,12407035758;0,146
3513009;COTIA;2002;urban;3,22803088788455e+03;32399,12407035758;9,963
3513009;COTIA;2002;water;3,66434736584473e+02;32399,12407035758;1,131
3513009;COTIA;2003;farming;1,02484743737242e+04;32399,12407035780;31,632
3513009;COTIA;2003;native_vegetation;1,84582237730190e+04;32399,12407035780;56,971
3513009;COTIA;2003;non_vegetated_other;4,69518536010742e+01;32399,12407035780;0,145
3513009;COTIA;2003;urban;3,31168095951543e+03;32399,12407035780;10,222
3513009;COTIA;2003;water;3,33793110498048e+02;32399,12407035780;1,030
3513009;COTIA;2004;farming;1,02637085228209e+04;32399,12407035718;31,679
3513009;COTIA;2004;native_vegetation;1,83578601296591e+04;32399,12407035718;56,662
3513009;COTIA;2004;non_vegetated_other;4,45715153930664e+01;32399,12407035718;0,138
3513009;COTIA;2004;urban;3,40370204509886e+03;32399,12407035718;10,506
3513009;COTIA;2004;water;3,29281857385255e+02;32399,12407035718;1,016
3513009;COTIA;2005;farming;1,01518635604796e+04;32399,12407035748;31,334
3513009;COTIA;2005;native_vegetation;1,83343189302148e+04;32399,12407035748;56,589
3513009;COTIA;2005;non_vegetated_other;4,05509243957520e+01;32399,12407035748;0,125
3513009;COTIA;2005;urban;3,47806736421507e+03;32399,12407035748;10,735
3513009;COTIA;2005;water;3,94323291052246e+02;32399,12407035748;1,217
3513009;COTIA;2006;farming;9,96564035788569e+03;32399,12407035801;30,759
3513009;COTIA;2006;native_vegetation;1,84357557219572e+04;32399,12407035801;56,902
3513009;COTIA;2006;non_vegetated_other;4,02220690979004e+01;32399,12407035801;0,124
3513009;COTIA;2006;urban;3,55670496204831e+03;32399,12407035801;10,978
3513009;COTIA;2006;water;4,00800959368897e+02;32399,12407035801;1,237
3513009;COTIA;2007;farming;9,89749765526731e+03;32399,12407035772;30,549
3513009;COTIA;2007;native_vegetation;1,83879974138881e+04;32399,12407035772;56,755
3513009;COTIA;2007;non_vegetated_other;3,90719875488281e+01;32399,12407035772;0,121
3513009;COTIA;2007;urban;3,66194467340692e+03;32399,12407035772;11,303
3513009;COTIA;2007;water;4,12612340246583e+02;32399,12407035772;1,274
3513009;COTIA;2008;farming;9,85891935541988e+03;32399,12407035792;30,430
3513009;COTIA;2008;native_vegetation;1,83404649946989e+04;32399,12407035792;56,608
3513009;COTIA;2008;non_vegetated_other;3,67735522827148e+01;32399,12407035792;0,114
3513009;COTIA;2008;urban;3,76347973778065e+03;32399,12407035792;11,616
3513009;COTIA;2008;water;3,99486430175782e+02;32399,12407035792;1,233
3513009;COTIA;2009;farming;9,75213151660762e+03;32399,12407035779;30,100
3513009;COTIA;2009;native_vegetation;1,83012240943632e+04;32399,12407035779;56,487
3513009;COTIA;2009;non_vegetated_other;3,30797489501953e+01;32399,12407035779;0,102
3513009;COTIA;2009;urban;3,91492709819927e+03;32399,12407035779;12,083
3513009;COTIA;2009;water;3,97761612237549e+02;32399,12407035779;1,228
3513009;COTIA;2010;farming;9,59168298789059e+03;32399,12407035818;29,605
3513009;COTIA;2010;native_vegetation;1,83790974985933e+04;32399,12407035818;56,727
3513009;COTIA;2010;non_vegetated_other;3,09456762207031e+01;32399,12407035818;0,096
3513009;COTIA;2010;urban;4,00743188740826e+03;32399,12407035818;12,369
3513009;COTIA;2010;water;3,89966020245362e+02;32399,12407035818;1,204
3513009;COTIA;2011;farming;9,45928738581536e+03;32399,12407035796;29,196
3513009;COTIA;2011;native_vegetation;1,83456920346465e+04;32399,12407035796;56,624
3513009;COTIA;2011;non_vegetated_other;2,49546292053223e+01;32399,12407035796;0,077
3513009;COTIA;2011;urban;4,18143871734602e+03;32399,12407035796;12,906
3513009;COTIA;2011;water;3,87751303344727e+02;32399,12407035796;1,197
3513009;COTIA;2012;farming;9,26734599223025e+03;32399,12407035833;28,604
3513009;COTIA;2012;native_vegetation;1,83293332628816e+04;32399,12407035833;56,574
3513009;COTIA;2012;non_vegetated_other;2,06029904602051e+01;32399,12407035833;0,064
3513009;COTIA;2012;urban;4,39491199474480e+03;32399,12407035833;13,565
3513009;COTIA;2012;water;3,86929830041505e+02;32399,12407035833;1,194
3513009;COTIA;2013;farming;9,11577187810066e+03;32399,12407035819;28,136
3513009;COTIA;2013;native_vegetation;1,83427706144743e+04;32399,12407035819;56,615
3513009;COTIA;2013;non_vegetated_other;2,32295600891113e+01;32399,12407035819;0,072
3513009;COTIA;2013;urban;4,53731723589480e+03;32399,12407035819;14,004
3513009;COTIA;2013;water;3,80034781799317e+02;32399,12407035819;1,173
3513009;COTIA;2014;farming;9,04539655298467e+03;32399,12407035826;27,919
3513009;COTIA;2014;native_vegetation;1,83727225457183e+04;32399,12407035826;56,707
3513009;COTIA;2014;non_vegetated_other;2,52817075317383e+01;32399,12407035826;0,078
3513009;COTIA;2014;urban;4,62432289509892e+03;32399,12407035826;14,273
3513009;COTIA;2014;water;3,31400369024658e+02;32399,12407035826;1,023
3513009;COTIA;2015;farming;8,93719704096074e+03;32399,12407035773;27,585
3513009;COTIA;2015;native_vegetation;1,83546033180017e+04;32399,12407035773;56,652
3513009;COTIA;2015;non_vegetated_other;2,91391312072754e+01;32399,12407035773;0,090
3513009;COTIA;2015;urban;4,74645647068482e+03;32399,12407035773;14,650
3513009;COTIA;2015;water;3,31728109503174e+02;32399,12407035773;1,024
3513009;COTIA;2016;farming;8,80632374331671e+03;32399,12407035781;27,181
3513009;COTIA;2016;native_vegetation;1,83692984105678e+04;32399,12407035781;56,697
3513009;COTIA;2016;non_vegetated_other;3,57867722595215e+01;32399,12407035781;0,110
3513009;COTIA;2016;urban;4,81490075261834e+03;32399,12407035781;14,861
3513009;COTIA;2016;water;3,72814391595459e+02;32399,12407035781;1,151
3513009;COTIA;2017;farming;8,75714505305790e+03;32399,12407035718;27,029
3513009;COTIA;2017;native_vegetation;1,83186762875875e+04;32399,12407035718;56,541
3513009;COTIA;2017;non_vegetated_other;3,49658160827637e+01;32399,12407035718;0,108
3513009;COTIA;2017;urban;4,90896248996573e+03;32399,12407035718;15,152
3513009;COTIA;2017;water;3,79374423663330e+02;32399,12407035718;1,171
3513009;COTIA;2018;farming;8,65151250859979e+03;32399,12407035691;26,703
3513009;COTIA;2018;native_vegetation;1,83072746241779e+04;32399,12407035691;56,505
3513009;COTIA;2018;non_vegetated_other;3,34060661376953e+01;32399,12407035691;0,103
3513009;COTIA;2018;urban;5,03051023334951e+03;32399,12407035691;15,527
3513009;COTIA;2018;water;3,76420638092042e+02;32399,12407035691;1,162
3513009;COTIA;2019;farming;8,51962141304924e+03;32399,12407035692;26,296
3513009;COTIA;2019;native_vegetation;1,82861840996174e+04;32399,12407035692;56,440
3513009;COTIA;2019;non_vegetated_other;4,52229766967773e+01;32399,12407035692;0,140
3513009;COTIA;2019;urban;5,18053455872787e+03;32399,12407035692;15,990
3513009;COTIA;2019;water;3,67561022265625e+02;32399,12407035692;1,134
3513009;COTIA;2020;farming;8,46929036204223e+03;32399,12407035639;26,140
3513009;COTIA;2020;native_vegetation;1,81975612629530e+04;32399,12407035639;56,167
3513009;COTIA;2020;non_vegetated_other;4,67850675720214e+01;32399,12407035639;0,144
3513009;COTIA;2020;urban;5,31890978385604e+03;32399,12407035639;16,417
3513009;COTIA;2020;water;3,66577593933106e+02;32399,12407035639;1,131
3513009;COTIA;2021;farming;8,35853941318363e+03;32399,12407035624;25,799
3513009;COTIA;2021;native_vegetation;1,80760301749401e+04;32399,12407035624;55,792
3513009;COTIA;2021;non_vegetated_other;6,22177677368165e+01;32399,12407035624;0,192
3513009;COTIA;2021;urban;5,54461574415874e+03;32399,12407035624;17,113
3513009;COTIA;2021;water;3,57720970336915e+02;32399,12407035624;1,104
3513009;COTIA;2022;farming;8,18872002272947e+03;32399,12407035630;25,275
3513009;COTIA;2022;native_vegetation;1,80533111432080e+04;32399,12407035630;55,722
3513009;COTIA;2022;non_vegetated_other;5,95060805419923e+01;32399,12407035630;0,184
3513009;COTIA;2022;urban;5,73248064802847e+03;32399,12407035630;17,693
3513009;COTIA;2022;water;3,65106175848389e+02;32399,12407035630;1,127
3513009;COTIA;2023;farming;8,21758360623779e+03;32399,12407035637;25,364
3513009;COTIA;2023;native_vegetation;1,79088153924208e+04;32399,12407035637;55,276
3513009;COTIA;2023;non_vegetated_other;7,55983901184084e+01;32399,12407035637;0,233
3513009;COTIA;2023;urban;5,80856262566511e+03;32399,12407035637;17,928
3513009;COTIA;2023;water;3,88564055914306e+02;32399,12407035637;1,199
3513009;COTIA;2024;farming;8,16857004296873e+03;32399,12407035635;25,212
3513009;COTIA;2024;native_vegetation;1,78998661816235e+04;32399,12407035635;55,248
3513009;COTIA;2024;non_vegetated_other;8,79944898925780e+01;32399,12407035635;0,272
3513009;COTIA;2024;urban;5,87914691096182e+03;32399,12407035635;18,146
3513009;COTIA;2024;water;3,63546444909668e+02;32399,12407035635;1,122
3513801;DIADEMA;1985;farming;3,04948663500977e+02;3073,68103275749;9,921
3513801;DIADEMA;1985;native_vegetation;1,44844023516848e+02;3073,68103275749;4,712
3513801;DIADEMA;1985;non_vegetated_other;7,79168305664062e+00;3073,68103275749;0,253
3513801;DIADEMA;1985;urban;2,54662714166252e+03;3073,68103275749;82,853
3513801;DIADEMA;1985;water;6,94695210205082e+01;3073,68103275749;2,260
3513801;DIADEMA;1986;farming;2,91661097717286e+02;3073,68103275749;9,489
3513801;DIADEMA;1986;native_vegetation;1,40907201159670e+02;3073,68103275749;4,584
3513801;DIADEMA;1986;non_vegetated_other;6,56140384521484e+00;3073,68103275749;0,213
3513801;DIADEMA;1986;urban;2,55081047310783e+03;3073,68103275749;82,989
3513801;DIADEMA;1986;water;8,37408569274913e+01;3073,68103275749;2,724
3513801;DIADEMA;1987;farming;2,92972921398926e+02;3073,68103275750;9,532
3513801;DIADEMA;1987;native_vegetation;1,37298494641115e+02;3073,68103275750;4,467
3513801;DIADEMA;1987;non_vegetated_other;6,39737684326172e+00;3073,68103275750;0,208
3513801;DIADEMA;1987;urban;2,55548586840203e+03;3073,68103275750;83,141
3513801;DIADEMA;1987;water;8,15263714721689e+01;3073,68103275750;2,652
3513801;DIADEMA;1988;farming;2,71235706604005e+02;3073,68103275755;8,824
3513801;DIADEMA;1988;native_vegetation;1,31228434277345e+02;3073,68103275755;4,269
3513801;DIADEMA;1988;non_vegetated_other;4,67481744384766e+00;3073,68103275755;0,152
3513801;DIADEMA;1988;urban;2,58813238979490e+03;3073,68103275755;84,203
3513801;DIADEMA;1988;water;7,84096846374519e+01;3073,68103275755;2,551
3513801;DIADEMA;1989;farming;2,67626698516847e+02;3073,68103275756;8,707
3513801;DIADEMA;1989;native_vegetation;1,32786798980714e+02;3073,68103275756;4,320
3513801;DIADEMA;1989;non_vegetated_other;3,69065410156250e+00;3073,68103275756;0,120
3513801;DIADEMA;1989;urban;2,59239750639647e+03;3073,68103275756;84,342
3513801;DIADEMA;1989;water;7,71793747619636e+01;3073,68103275756;2,511
3513801;DIADEMA;1990;farming;2,62705412115480e+02;3073,68103275756;8,547
3513801;DIADEMA;1990;native_vegetation;1,28029639025881e+02;3073,68103275756;4,165
3513801;DIADEMA;1990;non_vegetated_other;3,03453946533203e+00;3073,68103275756;0,099
3513801;DIADEMA;1990;urban;2,59617054838866e+03;3073,68103275756;84,465
3513801;DIADEMA;1990;water;8,37408937622079e+01;3073,68103275756;2,724
3513801;DIADEMA;1991;farming;2,48761089794923e+02;3073,68103275759;8,093
3513801;DIADEMA;1991;native_vegetation;1,26471371148683e+02;3073,68103275759;4,115
3513801;DIADEMA;1991;non_vegetated_other;2,37847735595703e+00;3073,68103275759;0,077
3513801;DIADEMA;1991;urban;2,60872028880617e+03;3073,68103275759;84,873
3513801;DIADEMA;1991;water;8,73498056518564e+01;3073,68103275759;2,842
3513801;DIADEMA;1992;farming;2,46136181317140e+02;3073,68103275759;8,008
3513801;DIADEMA;1992;native_vegetation;1,28767997485353e+02;3073,68103275759;4,189
3513801;DIADEMA;1992;non_vegetated_other;2,46048911743164e+00;3073,68103275759;0,080
3513801;DIADEMA;1992;urban;2,61413383960573e+03;3073,68103275759;85,049
3513801;DIADEMA;1992;water;8,21825252319344e+01;3073,68103275759;2,674
3513801;DIADEMA;1993;farming;2,47366550378419e+02;3073,68103275760;8,048
3513801;DIADEMA;1993;native_vegetation;1,34017135668947e+02;3073,68103275760;4,360
3513801;DIADEMA;1993;non_vegetated_other;2,13242979736328e+00;3073,68103275760;0,069
3513801;DIADEMA;1993;urban;2,61626636537478e+03;3073,68103275760;85,118
3513801;DIADEMA;1993;water;7,38985515380865e+01;3073,68103275760;2,404
3513801;DIADEMA;1994;farming;2,18331950689698e+02;3073,68103275761;7,103
3513801;DIADEMA;1994;native_vegetation;1,57146060894778e+02;3073,68103275761;5,113
3513801;DIADEMA;1994;non_vegetated_other;1,31222763671875e+00;3073,68103275761;0,043
3513801;DIADEMA;1994;urban;2,62250011457523e+03;3073,68103275761;85,321
3513801;DIADEMA;1994;water;7,43906789611822e+01;3073,68103275761;2,420
3513801;DIADEMA;1995;farming;2,01518588214111e+02;3073,68103275763;6,556
3513801;DIADEMA;1995;native_vegetation;1,61164576690677e+02;3073,68103275763;5,243
3513801;DIADEMA;1995;non_vegetated_other;1,06618306884766e+00;3073,68103275763;0,035
3513801;DIADEMA;1995;urban;2,62807717710577e+03;3073,68103275763;85,503
3513801;DIADEMA;1995;water;8,18545076782235e+01;3073,68103275763;2,663
3513801;DIADEMA;1996;farming;1,88559981542967e+02;3073,68103275765;6,135
3513801;DIADEMA;1996;native_vegetation;1,64691303778079e+02;3073,68103275765;5,358
3513801;DIADEMA;1996;non_vegetated_other;2,46034625244141e-01;3073,68103275765;0,008
3513801;DIADEMA;1996;urban;2,63677083859871e+03;3073,68103275765;85,785
3513801;DIADEMA;1996;water;8,34128742126473e+01;3073,68103275765;2,714
3513801;DIADEMA;1997;farming;1,76831648876951e+02;3073,68103275763;5,753
3513801;DIADEMA;1997;native_vegetation;1,66987692395023e+02;3073,68103275763;5,433
3513801;DIADEMA;1997;non_vegetated_other;1,64022863769531e-01;3073,68103275763;0,005
3513801;DIADEMA;1997;urban;2,64702293158575e+03;3073,68103275763;86,119
3513801;DIADEMA;1997;water;8,26747370361336e+01;3073,68103275763;2,690
3513801;DIADEMA;1998;farming;1,59608174725340e+02;3073,68103275762;5,193
3513801;DIADEMA;1998;native_vegetation;1,80766294451907e+02;3073,68103275762;5,881
3513801;DIADEMA;1998;non_vegetated_other;0,00000000000000e+00;3073,68103275762;0,000
3513801;DIADEMA;1998;urban;2,65850578867193e+03;3073,68103275762;86,493
3513801;DIADEMA;1998;water;7,48007749084478e+01;3073,68103275762;2,434
3513801;DIADEMA;1999;farming;1,43532317419433e+02;3073,68103275762;4,670
3513801;DIADEMA;1999;native_vegetation;1,91592618518069e+02;3073,68103275762;6,233
3513801;DIADEMA;1999;non_vegetated_other;4,10065759277344e-01;3073,68103275762;0,013
3513801;DIADEMA;1999;urban;2,66383735906377e+03;3073,68103275762;86,666
3513801;DIADEMA;1999;water;7,43086719970708e+01;3073,68103275762;2,418
3513801;DIADEMA;2000;farming;1,42548012329101e+02;3073,68103275762;4,638
3513801;DIADEMA;2000;native_vegetation;2,00122637268069e+02;3073,68103275762;6,511
3513801;DIADEMA;2000;non_vegetated_other;4,92082330322266e-01;3073,68103275762;0,016
3513801;DIADEMA;2000;urban;2,66506773440557e+03;3073,68103275762;86,706
3513801;DIADEMA;2000;water;6,54505664245607e+01;3073,68103275762;2,129
3513801;DIADEMA;2001;farming;1,38529095550537e+02;3073,68103275763;4,507
3513801;DIADEMA;2001;native_vegetation;2,04469568994143e+02;3073,68103275763;6,652
3513801;DIADEMA;2001;non_vegetated_other;4,92082330322266e-01;3073,68103275763;0,016
3513801;DIADEMA;2001;urban;2,66761038093878e+03;3073,68103275763;86,789
3513801;DIADEMA;2001;water;6,25799049438477e+01;3073,68103275763;2,036
3513801;DIADEMA;2002;farming;1,36806520025635e+02;3073,68103275762;4,451
3513801;DIADEMA;2002;native_vegetation;2,08652588122561e+02;3073,68103275762;6,788
3513801;DIADEMA;2002;non_vegetated_other;4,92082330322266e-01;3073,68103275762;0,016
3513801;DIADEMA;2002;urban;2,66851272314459e+03;3073,68103275762;86,818
3513801;DIADEMA;2002;water;5,92171191345214e+01;3073,68103275762;1,927
3513801;DIADEMA;2003;farming;1,27866222613525e+02;3073,68103275762;4,160
3513801;DIADEMA;2003;native_vegetation;2,18904845947268e+02;3073,68103275762;7,122
3513801;DIADEMA;2003;non_vegetated_other;4,10069079589844e-01;3073,68103275762;0,013
3513801;DIADEMA;2003;urban;2,66949728950201e+03;3073,68103275762;86,850
3513801;DIADEMA;2003;water;5,70026056152343e+01;3073,68103275762;1,855
3513801;DIADEMA;2004;farming;1,24995651123047e+02;3073,68103275762;4,067
3513801;DIADEMA;2004;native_vegetation;2,21775398999026e+02;3073,68103275762;7,215
3513801;DIADEMA;2004;non_vegetated_other;8,20165710449219e-02;3073,68103275762;0,003
3513801;DIADEMA;2004;urban;2,66949728884283e+03;3073,68103275762;86,850
3513801;DIADEMA;2004;water;5,73306772216796e+01;3073,68103275762;1,865
3513801;DIADEMA;2005;farming;1,24339538592530e+02;3073,68103275762;4,045
3513801;DIADEMA;2005;native_vegetation;2,18904701892092e+02;3073,68103275762;7,122
3513801;DIADEMA;2005;non_vegetated_other;8,20165710449219e-02;3073,68103275762;0,003
3513801;DIADEMA;2005;urban;2,66966132563482e+03;3073,68103275762;86,856
3513801;DIADEMA;2005;water;6,06934500671387e+01;3073,68103275762;1,975
3513801;DIADEMA;2006;farming;1,24995841070557e+02;3073,68103275762;4,067
3513801;DIADEMA;2006;native_vegetation;2,18412453948976e+02;3073,68103275762;7,106
3513801;DIADEMA;2006;non_vegetated_other;8,20165710449219e-02;3073,68103275762;0,003
3513801;DIADEMA;2006;urban;2,67007140963750e+03;3073,68103275762;86,869
3513801;DIADEMA;2006;water;6,01193115295410e+01;3073,68103275762;1,956
3513801;DIADEMA;2007;farming;1,28604635583496e+02;3073,68103275762;4,184
3513801;DIADEMA;2007;native_vegetation;2,15869847320558e+02;3073,68103275762;7,023
3513801;DIADEMA;2007;non_vegetated_other;8,20165710449219e-02;3073,68103275762;0,003
3513801;DIADEMA;2007;urban;2,67015343034673e+03;3073,68103275762;86,872
3513801;DIADEMA;2007;water;5,89711029357909e+01;3073,68103275762;1,919
3513801;DIADEMA;2008;farming;1,24421798883057e+02;3073,68103275762;4,048
3513801;DIADEMA;2008;native_vegetation;2,21364944647219e+02;3073,68103275762;7,202
3513801;DIADEMA;2008;non_vegetated_other;8,20165710449219e-02;3073,68103275762;0,003
3513801;DIADEMA;2008;urban;2,67023544890752e+03;3073,68103275762;86,874
3513801;DIADEMA;2008;water;5,75768237487793e+01;3073,68103275762;1,873
3513801;DIADEMA;2009;farming;1,22535453906250e+02;3073,68103275762;3,987
3513801;DIADEMA;2009;native_vegetation;2,19970526385500e+02;3073,68103275762;7,157
3513801;DIADEMA;2009;non_vegetated_other;8,20165710449219e-02;3073,68103275762;0,003
3513801;DIADEMA;2009;urban;2,67195779570317e+03;3073,68103275762;86,930
3513801;DIADEMA;2009;water;5,91352401916504e+01;3073,68103275762;1,924
3513801;DIADEMA;2010;farming;1,12857190716553e+02;3073,68103275761;3,672
3513801;DIADEMA;2010;native_vegetation;2,24809608142091e+02;3073,68103275761;7,314
3513801;DIADEMA;2010;non_vegetated_other;0,00000000000000e+00;3073,68103275761;0,000
3513801;DIADEMA;2010;urban;2,67499255859379e+03;3073,68103275761;87,029
3513801;DIADEMA;2010;water;6,10216753051756e+01;3073,68103275761;1,985
3513801;DIADEMA;2011;farming;1,08920255487061e+02;3073,68103275760;3,544
3513801;DIADEMA;2011;native_vegetation;2,24973566845705e+02;3073,68103275760;7,319
3513801;DIADEMA;2011;non_vegetated_other;0,00000000000000e+00;3073,68103275760;0,000
3513801;DIADEMA;2011;urban;2,67983179227908e+03;3073,68103275760;87,186
3513801;DIADEMA;2011;water;5,99554181457518e+01;3073,68103275760;1,951
3513801;DIADEMA;2012;farming;1,08674258355713e+02;3073,68103275760;3,536
3513801;DIADEMA;2012;native_vegetation;2,22020810052492e+02;3073,68103275760;7,223
3513801;DIADEMA;2012;non_vegetated_other;0,00000000000000e+00;3073,68103275760;0,000
3513801;DIADEMA;2012;urban;2,68286652830813e+03;3073,68103275760;87,285
3513801;DIADEMA;2012;water;6,01194360412596e+01;3073,68103275760;1,956
3513801;DIADEMA;2013;farming;1,00800476031495e+02;3073,68103275759;3,279
3513801;DIADEMA;2013;native_vegetation;2,31206846246339e+02;3073,68103275759;7,522
3513801;DIADEMA;2013;non_vegetated_other;0,00000000000000e+00;3073,68103275759;0,000
3513801;DIADEMA;2013;urban;2,68696754887698e+03;3073,68103275759;87,419
3513801;DIADEMA;2013;water;5,47061616027832e+01;3073,68103275759;1,780
3513801;DIADEMA;2014;farming;1,02440864959717e+02;3073,68103275759;3,333
3513801;DIADEMA;2014;native_vegetation;2,29320429681398e+02;3073,68103275759;7,461
3513801;DIADEMA;2014;non_vegetated_other;0,00000000000000e+00;3073,68103275759;0,000
3513801;DIADEMA;2014;urban;2,68704957191164e+03;3073,68103275759;87,421
3513801;DIADEMA;2014;water;5,48701662048340e+01;3073,68103275759;1,785
3513801;DIADEMA;2015;farming;1,02358736761475e+02;3073,68103275759;3,330
3513801;DIADEMA;2015;native_vegetation;2,28992401202394e+02;3073,68103275759;7,450
3513801;DIADEMA;2015;non_vegetated_other;0,00000000000000e+00;3073,68103275759;0,000
3513801;DIADEMA;2015;urban;2,68795184738772e+03;3073,68103275759;87,451
3513801;DIADEMA;2015;water;5,43780474060059e+01;3073,68103275759;1,769
3513801;DIADEMA;2016;farming;1,03752877575684e+02;3073,68103275759;3,376
3513801;DIADEMA;2016;native_vegetation;2,20872568011476e+02;3073,68103275759;7,186
3513801;DIADEMA;2016;non_vegetated_other;0,00000000000000e+00;3073,68103275759;0,000
3513801;DIADEMA;2016;urban;2,68844395526736e+03;3073,68103275759;87,467
3513801;DIADEMA;2016;water;6,06116319030761e+01;3073,68103275759;1,972
3513801;DIADEMA;2017;farming;1,00881984362793e+02;3073,68103275759;3,282
3513801;DIADEMA;2017;native_vegetation;2,14311086334230e+02;3073,68103275759;6,972
3513801;DIADEMA;2017;non_vegetated_other;0,00000000000000e+00;3073,68103275759;0,000
3513801;DIADEMA;2017;urban;2,68910008102419e+03;3073,68103275759;87,488
3513801;DIADEMA;2017;water;6,93878810363771e+01;3073,68103275759;2,257
3513801;DIADEMA;2018;farming;1,04736810595704e+02;3073,68103275759;3,408
3513801;DIADEMA;2018;native_vegetation;2,09964184936525e+02;3073,68103275759;6,831
3513801;DIADEMA;2018;non_vegetated_other;0,00000000000000e+00;3073,68103275759;0,000
3513801;DIADEMA;2018;urban;2,68893588684084e+03;3073,68103275759;87,483
3513801;DIADEMA;2018;water;7,00441503845216e+01;3073,68103275759;2,279
3513801;DIADEMA;2019;farming;1,04326439221192e+02;3073,68103275759;3,394
3513801;DIADEMA;2019;native_vegetation;2,10784735406496e+02;3073,68103275759;6,858
3513801;DIADEMA;2019;non_vegetated_other;0,00000000000000e+00;3073,68103275759;0,000
3513801;DIADEMA;2019;urban;2,69131467144167e+03;3073,68103275759;87,560
3513801;DIADEMA;2019;water;6,72551866882325e+01;3073,68103275759;2,188
3513801;DIADEMA;2020;farming;1,02275962829590e+02;3073,68103275759;3,327
3513801;DIADEMA;2020;native_vegetation;2,11687028192141e+02;3073,68103275759;6,887
3513801;DIADEMA;2020;non_vegetated_other;0,00000000000000e+00;3073,68103275759;0,000
3513801;DIADEMA;2020;urban;2,69410331886599e+03;3073,68103275759;87,651
3513801;DIADEMA;2020;water;6,56147228698731e+01;3073,68103275759;2,135
3513801;DIADEMA;2021;farming;1,02932141638184e+02;3073,68103275759;3,349
3513801;DIADEMA;2021;native_vegetation;2,18084583996584e+02;3073,68103275759;7,095
3513801;DIADEMA;2021;non_vegetated_other;0,00000000000000e+00;3073,68103275759;0,000
3513801;DIADEMA;2021;urban;2,69763011803591e+03;3073,68103275759;87,765
3513801;DIADEMA;2021;water;5,50341890869141e+01;3073,68103275759;1,790
3513801;DIADEMA;2022;farming;9,77647997253421e+01;3073,68103275759;3,181
3513801;DIADEMA;2022;native_vegetation;2,17920562475588e+02;3073,68103275759;7,090
3513801;DIADEMA;2022;non_vegetated_other;0,00000000000000e+00;3073,68103275759;0,000
3513801;DIADEMA;2022;urban;2,70263341685182e+03;3073,68103275759;87,928
3513801;DIADEMA;2022;water;5,53622537048340e+01;3073,68103275759;1,801
3513801;DIADEMA;2023;farming;9,71085035766606e+01;3073,68103275759;3,159
3513801;DIADEMA;2023;native_vegetation;2,07996284228518e+02;3073,68103275759;6,767
3513801;DIADEMA;2023;non_vegetated_other;1,64049707031250e-01;3073,68103275759;0,005
3513801;DIADEMA;2023;urban;2,70517603674318e+03;3073,68103275759;88,011
3513801;DIADEMA;2023;water;6,32361585021972e+01;3073,68103275759;2,057
3513801;DIADEMA;2024;farming;9,39920040405275e+01;3073,68103275759;3,058
3513801;DIADEMA;2024;native_vegetation;2,07422104931643e+02;3073,68103275759;6,748
3513801;DIADEMA;2024;non_vegetated_other;1,64049707031250e-01;3073,68103275759;0,005
3513801;DIADEMA;2024;urban;2,70952285955813e+03;3073,68103275759;88,152
3513801;DIADEMA;2024;water;6,25800145202636e+01;3073,68103275759;2,036
3515004;EMBU DAS ARTES;1985;farming;2,64999773180543e+03;7039,38660769669;37,645
3515004;EMBU DAS ARTES;1985;native_vegetation;2,72613087800919e+03;7039,38660769669;38,727
3515004;EMBU DAS ARTES;1985;non_vegetated_other;8,05848893066406e+01;7039,38660769669;1,145
3515004;EMBU DAS ARTES;1985;urban;1,53663822987670e+03;7039,38660769669;21,829
3515004;EMBU DAS ARTES;1985;water;4,60348786987306e+01;7039,38660769669;0,654
3515004;EMBU DAS ARTES;1986;farming;2,67945742429805e+03;7039,38660769665;38,064
3515004;EMBU DAS ARTES;1986;native_vegetation;2,68862705612810e+03;7039,38660769665;38,194
3515004;EMBU DAS ARTES;1986;non_vegetated_other;6,33524455993650e+01;7039,38660769665;0,900
3515004;EMBU DAS ARTES;1986;urban;1,55715540650023e+03;7039,38660769665;22,121
3515004;EMBU DAS ARTES;1986;water;5,07942751708985e+01;7039,38660769665;0,722
