ibge_code;municipality;use_purpose;source_type;n_permits;n_abstraction;n_impoundment;n_quantified;total_flow;total_volume
3548807;SÃO CAETANO DO SUL;Indústria;surface;1;1;0;1;38,000000;13870,00
3548807;SÃO CAETANO DO SUL;Irrigação;groundwater;1;1;0;1;8,000000;28800,00
3548807;SÃO CAETANO DO SUL;Outras;groundwater;5;5;0;5;14,800000;59400,00
3548807;SÃO CAETANO DO SUL;Outras;surface;1;1;0;1;2,000000;10220,00
3549953;SÃO LOURENÇO DA SERRA;Abastecimento Público;surface;5;5;0;5;351,380000;2270869,44
3549953;SÃO LOURENÇO DA SERRA;Consumo Humano;surface;1;1;0;1;0,120000;460,80
3549953;SÃO LOURENÇO DA SERRA;Indústria;groundwater;1;1;0;1;8,100000;21384,00
3549953;SÃO LOURENÇO DA SERRA;Irrigação;surface;4;4;0;4;23,100000;31711,68
3549953;SÃO LOURENÇO DA SERRA;Mineração - Outros Processos Extrativos;surface;2;2;0;2;7,200000;31536,00
3549953;SÃO LOURENÇO DA SERRA;Outras;groundwater;1;1;0;1;2,000000;7200,00
3549953;SÃO LOURENÇO DA SERRA;Outras;surface;9;9;0;4;26,800000;53988,80
3549953;SÃO LOURENÇO DA SERRA;Reservatório/Barramento/Regularização de Vazões para Usos Múltiplos;surface;5;0;5;0;0,000000;0,00
3550308;SÃO PAULO;Abastecimento Público;groundwater;13;13;0;8;113,000000;404136,00
3550308;SÃO PAULO;Abastecimento Público;surface;7;7;0;5;72198,570000;621043283,52
3550308;SÃO PAULO;Aquicultura em Tanque Escavado;surface;1;1;0;1;36,000000;315360,00
3550308;SÃO PAULO;Consumo Humano;groundwater;165;165;0;165;8755,290000;53858698,56
3550308;SÃO PAULO;Consumo Humano;surface;12;12;0;12;110,750000;592357,00
3550308;SÃO PAULO;Criação Animal;surface;4;0;4;0;0,000000;0,00
3550308;SÃO PAULO;Indústria;groundwater;158;158;0;103;8576,450000;43183210,08
3550308;SÃO PAULO;Indústria;surface;24;24;0;23;1806,900000;13685522,40
3550308;SÃO PAULO;Irrigação;groundwater;10;10;0;10;90,820000;562521,60
3550308;SÃO PAULO;Irrigação;surface;13;13;0;12;321,140000;2072399,68
3550308;SÃO PAULO;Mineração - Extração de Areia/Cascalho em Leito de Rio;groundwater;1;1;0;1;1,000000;6000,00
3550308;SÃO PAULO;Mineração - Extração de Areia/Cascalho em Leito de Rio;surface;7;7;0;7;695,990000;996072,24
3550308;SÃO PAULO;Mineração - Outros Processos Extrativos;surface;2;2;0;2;85,760000;249798,08
3550308;SÃO PAULO;Outras;groundwater;779;779;0;586;4943,450000;26505020,40
3550308;SÃO PAULO;Outras;surface;63;51;12;46;40892,170000;348594060,64
3550308;SÃO PAULO;Reservatório/Barramento/Regularização de Vazões para Usos Múltiplos;surface;448;0;448;0;0,000000;0,00
3550308;SÃO PAULO;Serviços;surface;2;2;0;2;23,000000;51012,00
3552502;SUZANO;Abastecimento Público;surface;3;3;0;3;54020,000000;473156720,00
3552502;SUZANO;Consumo Humano;groundwater;3;3;0;3;17,500000;119520,00
3552502;SUZANO;Consumo Humano;surface;1;1;0;1;2,000000;14600,00
3552502;SUZANO;Criação Animal;groundwater;1;1;0;1;1,420000;3067,20
3552502;SUZANO;Indústria;groundwater;29;29;0;22;235,800000;1148780,16
3552502;SUZANO;Indústria;surface;12;12;0;12;12628,000000;108276616,00
3552502;SUZANO;Irrigação;surface;45;41;4;41;2035,436667;1586726,24
3552502;SUZANO;Mineração - Extração de Areia/Cascalho em Leito de Rio;surface;1;1;0;1;240,000000;633600,00
3552502;SUZANO;Outras;groundwater;21;21;0;17;299,500000;977160,00
3552502;SUZANO;Outras;surface;18;16;2;16;307,210000;758270,70
3552502;SUZANO;Reservatório/Barramento/Regularização de Vazões para Usos Múltiplos;surface;41;0;41;0;0,000000;0,00
3552502;SUZANO;Serviços;surface;4;4;0;4;12,000000;34944,00
3552809;TABOÃO DA SERRA;Consumo Humano;groundwater;6;6;0;6;55,000000;306420,00
3552809;TABOÃO DA SERRA;Indústria;groundwater;14;14;0;12;136,900000;841680,00
3552809;TABOÃO DA SERRA;Indústria;surface;1;1;0;1;3,000000;8760,00
3552809;TABOÃO DA SERRA;Irrigação;groundwater;1;1;0;1;4,000000;11520,00
3552809;TABOÃO DA SERRA;Outras;groundwater;22;22;0;20;1486,110000;10294392,00
3552809;TABOÃO DA SERRA;Outras;surface;1;1;0;1;0,970000;8473,92
3552809;TABOÃO DA SERRA;Reservatório/Barramento/Regularização de Vazões para Usos Múltiplos;surface;24;0;24;0;0,000000;0,00
