ibge_code;municipality;year;macro_class;area_ha
3515103;EMBU-GUAÇU;1988;water;2,26301395281982e+02
3515103;EMBU-GUAÇU;1989;farming;5,39563653828126e+03
3515103;EMBU-GUAÇU;1989;native_vegetation;9,45796712977943e+03
3515103;EMBU-GUAÇU;1989;non_vegetated_other;6,03791587097168e+01
3515103;EMBU-GUAÇU;1989;urban;4,20402512561033e+02
3515103;EMBU-GUAÇU;1989;water;2,29170735705566e+02
3515103;EMBU-GUAÇU;1990;farming;5,50099882952881e+03
3515103;EMBU-GUAÇU;1990;native_vegetation;9,31663261958629e+03
3515103;EMBU-GUAÇU;1990;non_vegetated_other;5,78387835510253e+01
3515103;EMBU-GUAÇU;1990;urban;4,56948569543450e+02
3515103;EMBU-GUAÇU;1990;water;2,31137272827148e+02
3515103;EMBU-GUAÇU;1991;farming;5,40969182592159e+03
3515103;EMBU-GUAÇU;1991;native_vegetation;9,36744897675796e+03
3515103;EMBU-GUAÇU;1991;non_vegetated_other;4,92391405212402e+01
3515103;EMBU-GUAÇU;1991;urban;4,96611391357420e+02
3515103;EMBU-GUAÇU;1991;water;2,40564740478515e+02
3515103;EMBU-GUAÇU;1992;farming;5,33341400882569e+03
3515103;EMBU-GUAÇU;1992;native_vegetation;9,40341543339243e+03
3515103;EMBU-GUAÇU;1992;non_vegetated_other;4,85017634094238e+01
3515103;EMBU-GUAÇU;1992;urban;5,47416069030766e+02
3515103;EMBU-GUAÇU;1992;water;2,30808800378418e+02
3515103;EMBU-GUAÇU;1993;farming;5,25353563544921e+03
3515103;EMBU-GUAÇU;1993;native_vegetation;9,45240256450822e+03
3515103;EMBU-GUAÇU;1993;non_vegetated_other;4,58820572814941e+01
3515103;EMBU-GUAÇU;1993;urban;5,80681428131113e+02
3515103;EMBU-GUAÇU;1993;water;2,31054389666748e+02
3515103;EMBU-GUAÇU;1994;farming;5,13297875331415e+03
3515103;EMBU-GUAÇU;1994;native_vegetation;9,57025649169338e+03
3515103;EMBU-GUAÇU;1994;non_vegetated_other;4,14571768432617e+01
3515103;EMBU-GUAÇU;1994;urban;5,98544432244882e+02
3515103;EMBU-GUAÇU;1994;water;2,20319220941162e+02
3515103;EMBU-GUAÇU;1995;farming;5,05448143668813e+03
3515103;EMBU-GUAÇU;1995;native_vegetation;9,63547683701179e+03
3515103;EMBU-GUAÇU;1995;non_vegetated_other;3,31030275817871e+01
3515103;EMBU-GUAÇU;1995;urban;6,17062249218764e+02
3515103;EMBU-GUAÇU;1995;water;2,23432524536132e+02
3515103;EMBU-GUAÇU;1996;farming;4,98327384043574e+03
3515103;EMBU-GUAÇU;1996;native_vegetation;9,67472777198499e+03
3515103;EMBU-GUAÇU;1996;non_vegetated_other;2,74475274658203e+01
3515103;EMBU-GUAÇU;1996;urban;6,46726405731217e+02
3515103;EMBU-GUAÇU;1996;water;2,31380529418945e+02
3515103;EMBU-GUAÇU;1997;farming;4,94533756324456e+03
3515103;EMBU-GUAÇU;1997;native_vegetation;9,71332303192758e+03
3515103;EMBU-GUAÇU;1997;non_vegetated_other;2,32678059020996e+01
3515103;EMBU-GUAÇU;1997;urban;6,65162758758560e+02
3515103;EMBU-GUAÇU;1997;water;2,16464915203857e+02
3515103;EMBU-GUAÇU;1998;farming;4,92298140497430e+03
3515103;EMBU-GUAÇU;1998;native_vegetation;9,70618226508184e+03
3515103;EMBU-GUAÇU;1998;non_vegetated_other;2,27759417114258e+01
3515103;EMBU-GUAÇU;1998;urban;6,85731116241472e+02
3515103;EMBU-GUAÇU;1998;water;2,25885347027588e+02
3515103;EMBU-GUAÇU;1999;farming;4,84414642160637e+03
3515103;EMBU-GUAÇU;1999;native_vegetation;9,76182815054327e+03
3515103;EMBU-GUAÇU;1999;non_vegetated_other;2,08092043640137e+01
3515103;EMBU-GUAÇU;1999;urban;7,11629428491231e+02
3515103;EMBU-GUAÇU;1999;water;2,25142870031738e+02
3515103;EMBU-GUAÇU;2000;farming;4,86963544474475e+03
3515103;EMBU-GUAÇU;2000;native_vegetation;9,79618215054327e+03
3515103;EMBU-GUAÇU;2000;non_vegetated_other;2,00720656494141e+01
3515103;EMBU-GUAÇU;2000;urban;7,35228601428246e+02
3515103;EMBU-GUAÇU;2000;water;1,42437812670898e+02
3515103;EMBU-GUAÇU;2001;farming;4,83735596072378e+03
3515103;EMBU-GUAÇU;2001;native_vegetation;9,81444836852417e+03
3515103;EMBU-GUAÇU;2001;non_vegetated_other;2,17106909606934e+01
3515103;EMBU-GUAÇU;2001;urban;7,52439220709249e+02
3515103;EMBU-GUAÇU;2001;water;1,37601834118652e+02
3515103;EMBU-GUAÇU;2002;farming;4,75311969843744e+03
3515103;EMBU-GUAÇU;2002;native_vegetation;9,89163185454708e+03
3515103;EMBU-GUAÇU;2002;non_vegetated_other;1,84340498168945e+01
3515103;EMBU-GUAÇU;2002;urban;7,60061026843279e+02
3515103;EMBU-GUAÇU;2002;water;1,40309445391845e+02
3515103;EMBU-GUAÇU;2003;farming;4,72608403117062e+03
3515103;EMBU-GUAÇU;2003;native_vegetation;9,90424965982667e+03
3515103;EMBU-GUAÇU;2003;non_vegetated_other;1,99896719543457e+01
3515103;EMBU-GUAÇU;2003;urban;7,88829453784198e+02
3515103;EMBU-GUAÇU;2003;water;1,24403258300781e+02
3515103;EMBU-GUAÇU;2004;farming;4,76377440734861e+03
3515103;EMBU-GUAÇU;2004;native_vegetation;9,85360912391982e+03
3515103;EMBU-GUAÇU;2004;non_vegetated_other;1,76957907592773e+01
3515103;EMBU-GUAÇU;2004;urban;8,05713906842061e+02
3515103;EMBU-GUAÇU;2004;water;1,22762846166992e+02
3515103;EMBU-GUAÇU;2005;farming;4,68716539992062e+03
3515103;EMBU-GUAÇU;2005;native_vegetation;9,87504590396736e+03
3515103;EMBU-GUAÇU;2005;non_vegetated_other;1,57289443603516e+01
3515103;EMBU-GUAÇU;2005;urban;8,22023150500504e+02
3515103;EMBU-GUAÇU;2005;water;1,63592676287842e+02
3515103;EMBU-GUAÇU;2006;farming;4,65947433729854e+03
3515103;EMBU-GUAÇU;2006;native_vegetation;9,89667035477901e+03
3515103;EMBU-GUAÇU;2006;non_vegetated_other;1,41727180419922e+01
3515103;EMBU-GUAÇU;2006;urban;8,33087218872085e+02
3515103;EMBU-GUAÇU;2006;water;1,60151446044922e+02
3515103;EMBU-GUAÇU;2007;farming;4,69841208162228e+03
3515103;EMBU-GUAÇU;2007;native_vegetation;9,86060233114638e+03
3515103;EMBU-GUAÇU;2007;non_vegetated_other;1,15507726684570e+01
3515103;EMBU-GUAÇU;2007;urban;8,40299601977556e+02
3515103;EMBU-GUAÇU;2007;water;1,52691287622070e+02
3515103;EMBU-GUAÇU;2008;farming;4,68415866835933e+03
3515103;EMBU-GUAÇU;2008;native_vegetation;9,87182416011369e+03
3515103;EMBU-GUAÇU;2008;non_vegetated_other;1,13050265136719e+01
3515103;EMBU-GUAÇU;2008;urban;8,47757281097433e+02
3515103;EMBU-GUAÇU;2008;water;1,48510938952636e+02
3515103;EMBU-GUAÇU;2009;farming;4,66538364047235e+03
3515103;EMBU-GUAÇU;2009;native_vegetation;9,84436562071555e+03
3515103;EMBU-GUAÇU;2009;non_vegetated_other;8,10965292358398e+00
3515103;EMBU-GUAÇU;2009;urban;8,74638962683122e+02
3515103;EMBU-GUAÇU;2009;water;1,71058198242187e+02
3515103;EMBU-GUAÇU;2010;farming;4,58917171520380e+03
3515103;EMBU-GUAÇU;2010;native_vegetation;9,88844642257079e+03
3515103;EMBU-GUAÇU;2010;non_vegetated_other;8,11025864868164e+00
3515103;EMBU-GUAÇU;2010;urban;8,99469657537857e+02
3515103;EMBU-GUAÇU;2010;water;1,78358021075439e+02
3515103;EMBU-GUAÇU;2011;farming;4,55828267434694e+03
3515103;EMBU-GUAÇU;2011;native_vegetation;9,91909833842770e+03
3515103;EMBU-GUAÇU;2011;non_vegetated_other;7,37307037963867e+00
3515103;EMBU-GUAÇU;2011;urban;9,24791077355978e+02
3515103;EMBU-GUAÇU;2011;water;1,54010914526367e+02
3515103;EMBU-GUAÇU;2012;farming;4,49035435197753e+03
3515103;EMBU-GUAÇU;2012;native_vegetation;9,97236072952878e+03
3515103;EMBU-GUAÇU;2012;non_vegetated_other;9,17666413574219e+00
3515103;EMBU-GUAÇU;2012;urban;9,43474258825711e+02
3515103;EMBU-GUAÇU;2012;water;1,48190070568847e+02
3515103;EMBU-GUAÇU;2013;farming;4,38686472810058e+03
3515103;EMBU-GUAÇU;2013;native_vegetation;1,00655277941225e+04
3515103;EMBU-GUAÇU;2013;non_vegetated_other;8,60293322753906e+00
3515103;EMBU-GUAÇU;2013;urban;9,72895035998571e+02
3515103;EMBU-GUAÇU;2013;water;1,29665583587647e+02
3515103;EMBU-GUAÇU;2014;farming;4,38776592229006e+03
3515103;EMBU-GUAÇU;2014;native_vegetation;1,00546275673219e+04
3515103;EMBU-GUAÇU;2014;non_vegetated_other;6,30912644042969e+00
3515103;EMBU-GUAÇU;2014;urban;9,95843142230257e+02
3515103;EMBU-GUAÇU;2014;water;1,19010316754150e+02
3515103;EMBU-GUAÇU;2015;farming;4,43644314600220e+03
3515103;EMBU-GUAÇU;2015;native_vegetation;1,00049719850891e+04
3515103;EMBU-GUAÇU;2015;non_vegetated_other;6,30939519653320e+00
3515103;EMBU-GUAÇU;2015;urban;1,00879096684574e+03
3515103;EMBU-GUAÇU;2015;water;1,07040581903076e+02
3515103;EMBU-GUAÇU;2016;farming;4,48659257520752e+03
3515103;EMBU-GUAÇU;2016;native_vegetation;9,92941328634056e+03
3515103;EMBU-GUAÇU;2016;non_vegetated_other;7,62037001953125e+00
3515103;EMBU-GUAÇU;2016;urban;1,03272344456180e+03
3515103;EMBU-GUAÇU;2016;water;1,07206398907470e+02
3515103;EMBU-GUAÇU;2017;farming;4,40744254735110e+03
3515103;EMBU-GUAÇU;2017;native_vegetation;9,94872617459728e+03
3515103;EMBU-GUAÇU;2017;non_vegetated_other;5,98131390380859e+00
3515103;EMBU-GUAÇU;2017;urban;1,06624460651248e+03
3515103;EMBU-GUAÇU;2017;water;1,35161432672119e+02
3515103;EMBU-GUAÇU;2018;farming;4,32665724994508e+03
3515103;EMBU-GUAÇU;2018;native_vegetation;9,98100189985351e+03
3515103;EMBU-GUAÇU;2018;non_vegetated_other;5,73537819213867e+00
3515103;EMBU-GUAÇU;2018;urban;1,11705060762942e+03
3515103;EMBU-GUAÇU;2018;water;1,33110939416504e+02
3515103;EMBU-GUAÇU;2019;farming;4,28551742156373e+03
3515103;EMBU-GUAÇU;2019;native_vegetation;9,97370613350218e+03
3515103;EMBU-GUAÇU;2019;non_vegetated_other;7,12894150390625e+00
3515103;EMBU-GUAÇU;2019;urban;1,16515716052247e+03
3515103;EMBU-GUAÇU;2019;water;1,32046417944336e+02
3515103;EMBU-GUAÇU;2020;farming;4,28011998947755e+03
3515103;EMBU-GUAÇU;2020;native_vegetation;9,95623610106811e+03
3515103;EMBU-GUAÇU;2020;non_vegetated_other;6,55569227294922e+00
3515103;EMBU-GUAÇU;2020;urban;1,18900669296265e+03
3515103;EMBU-GUAÇU;2020;water;1,31637599255371e+02
3515103;EMBU-GUAÇU;2021;farming;4,26643600211792e+03
3515103;EMBU-GUAÇU;2021;native_vegetation;9,95452287976701e+03
3515103;EMBU-GUAÇU;2021;non_vegetated_other;5,89985480346679e+00
3515103;EMBU-GUAÇU;2021;urban;1,23072226752929e+03
3515103;EMBU-GUAÇU;2021;water;1,05975070819092e+02
3515103;EMBU-GUAÇU;2022;farming;4,15187065142211e+03
3515103;EMBU-GUAÇU;2022;native_vegetation;1,00101623709595e+04
3515103;EMBU-GUAÇU;2022;non_vegetated_other;4,91736401367188e+00
3515103;EMBU-GUAÇU;2022;urban;1,27301095999755e+03
3515103;EMBU-GUAÇU;2022;water;1,23594728643799e+02
3515103;EMBU-GUAÇU;2023;farming;4,20364968280029e+03
3515103;EMBU-GUAÇU;2023;native_vegetation;9,91706876240264e+03
3515103;EMBU-GUAÇU;2023;non_vegetated_other;4,34385219726563e+00
3515103;EMBU-GUAÇU;2023;urban;1,29054562864988e+03
3515103;EMBU-GUAÇU;2023;water;1,47948148986816e+02
3515103;EMBU-GUAÇU;2024;farming;4,19242529447023e+03
3515103;EMBU-GUAÇU;2024;native_vegetation;9,93617106350734e+03
3515103;EMBU-GUAÇU;2024;non_vegetated_other;8,35986094360351e+00
3515103;EMBU-GUAÇU;2024;urban;1,31398473977659e+03
3515103;EMBU-GUAÇU;2024;water;1,12615116339111e+02
3515707;FERRAZ DE VASCONCELOS;1985;farming;9,37668418377687e+02
3515707;FERRAZ DE VASCONCELOS;1985;native_vegetation;8,78665591650392e+02
3515707;FERRAZ DE VASCONCELOS;1985;non_vegetated_other;1,51934398437500e+01
3515707;FERRAZ DE VASCONCELOS;1985;urban;1,12341218588865e+03
3515707;FERRAZ DE VASCONCELOS;1985;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;1986;farming;9,20911716650392e+02
3515707;FERRAZ DE VASCONCELOS;1986;native_vegetation;8,72751698303224e+02
3515707;FERRAZ DE VASCONCELOS;1986;non_vegetated_other;7,39166260375977e+00
3515707;FERRAZ DE VASCONCELOS;1986;urban;1,15388455820308e+03
3515707;FERRAZ DE VASCONCELOS;1986;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;1987;farming;9,19509400482182e+02
3515707;FERRAZ DE VASCONCELOS;1987;native_vegetation;8,52800057183841e+02
3515707;FERRAZ DE VASCONCELOS;1987;non_vegetated_other;7,47372863769531e+00
3515707;FERRAZ DE VASCONCELOS;1987;urban;1,17515644945673e+03
3515707;FERRAZ DE VASCONCELOS;1987;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;1988;farming;8,95769302416989e+02
3515707;FERRAZ DE VASCONCELOS;1988;native_vegetation;8,39662514862065e+02
3515707;FERRAZ DE VASCONCELOS;1988;non_vegetated_other;7,47372863769531e+00
3515707;FERRAZ DE VASCONCELOS;1988;urban;1,21203408984372e+03
3515707;FERRAZ DE VASCONCELOS;1988;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;1989;farming;8,55609357122800e+02
3515707;FERRAZ DE VASCONCELOS;1989;native_vegetation;8,42207299438478e+02
3515707;FERRAZ DE VASCONCELOS;1989;non_vegetated_other;3,20256064453125e+00
3515707;FERRAZ DE VASCONCELOS;1989;urban;1,25392041855467e+03
3515707;FERRAZ DE VASCONCELOS;1989;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;1990;farming;8,34584842407224e+02
3515707;FERRAZ DE VASCONCELOS;1990;native_vegetation;8,40647168225100e+02
3515707;FERRAZ DE VASCONCELOS;1990;non_vegetated_other;3,20254531860351e+00
3515707;FERRAZ DE VASCONCELOS;1990;urban;1,27650507980955e+03
3515707;FERRAZ DE VASCONCELOS;1990;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;1991;farming;8,24811930682371e+02
3515707;FERRAZ DE VASCONCELOS;1991;native_vegetation;8,39990129925540e+02
3515707;FERRAZ DE VASCONCELOS;1991;non_vegetated_other;3,53100224609375e+00
3515707;FERRAZ DE VASCONCELOS;1991;urban;1,28660657290647e+03
3515707;FERRAZ DE VASCONCELOS;1991;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;1992;farming;7,90150942852783e+02
3515707;FERRAZ DE VASCONCELOS;1992;native_vegetation;8,12646400335697e+02
3515707;FERRAZ DE VASCONCELOS;1992;non_vegetated_other;2,95604977416992e+00
3515707;FERRAZ DE VASCONCELOS;1992;urban;1,34918624279783e+03
3515707;FERRAZ DE VASCONCELOS;1992;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;1993;farming;7,71176225189212e+02
3515707;FERRAZ DE VASCONCELOS;1993;native_vegetation;8,08212760058596e+02
3515707;FERRAZ DE VASCONCELOS;1993;non_vegetated_other;2,70971088256836e+00
3515707;FERRAZ DE VASCONCELOS;1993;urban;1,37284093963011e+03
3515707;FERRAZ DE VASCONCELOS;1993;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;1994;farming;7,51627955517579e+02
3515707;FERRAZ DE VASCONCELOS;1994;native_vegetation;7,95977813415530e+02
3515707;FERRAZ DE VASCONCELOS;1994;non_vegetated_other;1,72429962768555e+00
3515707;FERRAZ DE VASCONCELOS;1994;urban;1,40560956719967e+03
3515707;FERRAZ DE VASCONCELOS;1994;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;1995;farming;7,31751843981933e+02
3515707;FERRAZ DE VASCONCELOS;1995;native_vegetation;7,95485260583496e+02
3515707;FERRAZ DE VASCONCELOS;1995;non_vegetated_other;1,64218770141602e+00
3515707;FERRAZ DE VASCONCELOS;1995;urban;1,42606034349361e+03
3515707;FERRAZ DE VASCONCELOS;1995;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;1996;farming;6,97085315411376e+02
3515707;FERRAZ DE VASCONCELOS;1996;native_vegetation;7,71755734051509e+02
3515707;FERRAZ DE VASCONCELOS;1996;non_vegetated_other;4,92613842773438e-01
3515707;FERRAZ DE VASCONCELOS;1996;urban;1,48511335445550e+03
3515707;FERRAZ DE VASCONCELOS;1996;water;4,92617999267578e-01
3515707;FERRAZ DE VASCONCELOS;1997;farming;6,35077529101562e+02
3515707;FERRAZ DE VASCONCELOS;1997;native_vegetation;7,65761130352778e+02
3515707;FERRAZ DE VASCONCELOS;1997;non_vegetated_other;4,10493188476563e-01
3515707;FERRAZ DE VASCONCELOS;1997;urban;1,55327996781613e+03
3515707;FERRAZ DE VASCONCELOS;1997;water;4,10515301513672e-01
3515707;FERRAZ DE VASCONCELOS;1998;farming;6,11590506860350e+02
3515707;FERRAZ DE VASCONCELOS;1998;native_vegetation;7,63297259472652e+02
3515707;FERRAZ DE VASCONCELOS;1998;non_vegetated_other;4,10493188476563e-01
3515707;FERRAZ DE VASCONCELOS;1998;urban;1,57906665488278e+03
3515707;FERRAZ DE VASCONCELOS;1998;water;5,74721356201172e-01
3515707;FERRAZ DE VASCONCELOS;1999;farming;5,57389170623778e+02
3515707;FERRAZ DE VASCONCELOS;1999;native_vegetation;7,85713282366938e+02
3515707;FERRAZ DE VASCONCELOS;1999;non_vegetated_other;4,10493188476563e-01
3515707;FERRAZ DE VASCONCELOS;1999;urban;1,61003094124753e+03
3515707;FERRAZ DE VASCONCELOS;1999;water;1,39574833374023e+00
3515707;FERRAZ DE VASCONCELOS;2000;farming;5,43016121844480e+02
3515707;FERRAZ DE VASCONCELOS;2000;native_vegetation;7,91461222930902e+02
3515707;FERRAZ DE VASCONCELOS;2000;non_vegetated_other;4,10493188476563e-01
3515707;FERRAZ DE VASCONCELOS;2000;urban;1,62005179779659e+03
3515707;FERRAZ DE VASCONCELOS;2000;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;2001;farming;5,48598015350341e+02
3515707;FERRAZ DE VASCONCELOS;2001;native_vegetation;7,83415859008787e+02
3515707;FERRAZ DE VASCONCELOS;2001;non_vegetated_other;1,23161948242187e+00
3515707;FERRAZ DE VASCONCELOS;2001;urban;1,62169414191890e+03
3515707;FERRAZ DE VASCONCELOS;2001;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;2002;farming;5,49663908288573e+02
3515707;FERRAZ DE VASCONCELOS;2002;native_vegetation;7,81692998870847e+02
3515707;FERRAZ DE VASCONCELOS;2002;non_vegetated_other;1,23161948242187e+00
3515707;FERRAZ DE VASCONCELOS;2002;urban;1,62235110911861e+03
3515707;FERRAZ DE VASCONCELOS;2002;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;2003;farming;5,50237104339599e+02
3515707;FERRAZ DE VASCONCELOS;2003;native_vegetation;7,77424678118893e+02
3515707;FERRAZ DE VASCONCELOS;2003;non_vegetated_other;1,23161948242187e+00
3515707;FERRAZ DE VASCONCELOS;2003;urban;1,62604623381954e+03
3515707;FERRAZ DE VASCONCELOS;2003;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;2004;farming;5,67312234777832e+02
3515707;FERRAZ DE VASCONCELOS;2004;native_vegetation;7,57886072705076e+02
3515707;FERRAZ DE VASCONCELOS;2004;non_vegetated_other;1,14950690307617e+00
3515707;FERRAZ DE VASCONCELOS;2004;urban;1,62859182137447e+03
3515707;FERRAZ DE VASCONCELOS;2004;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;2005;farming;5,72894948272706e+02
3515707;FERRAZ DE VASCONCELOS;2005;native_vegetation;7,50743386828611e+02
3515707;FERRAZ DE VASCONCELOS;2005;non_vegetated_other;1,39585930786133e+00
3515707;FERRAZ DE VASCONCELOS;2005;urban;1,62990544135127e+03
3515707;FERRAZ DE VASCONCELOS;2005;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;2006;farming;5,32649868658447e+02
3515707;FERRAZ DE VASCONCELOS;2006;native_vegetation;7,55587408569335e+02
3515707;FERRAZ DE VASCONCELOS;2006;non_vegetated_other;1,31374688720703e+00
3515707;FERRAZ DE VASCONCELOS;2006;urban;1,66538861164550e+03
3515707;FERRAZ DE VASCONCELOS;2006;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;2007;farming;5,38478917205812e+02
3515707;FERRAZ DE VASCONCELOS;2007;native_vegetation;7,47623572692868e+02
3515707;FERRAZ DE VASCONCELOS;2007;non_vegetated_other;1,39586935424805e+00
3515707;FERRAZ DE VASCONCELOS;2007;urban;1,66744127650756e+03
3515707;FERRAZ DE VASCONCELOS;2007;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;2008;farming;5,30516010906981e+02
3515707;FERRAZ DE VASCONCELOS;2008;native_vegetation;7,44010050036619e+02
3515707;FERRAZ DE VASCONCELOS;2008;non_vegetated_other;1,39586935424805e+00
3515707;FERRAZ DE VASCONCELOS;2008;urban;1,67901770546263e+03
3515707;FERRAZ DE VASCONCELOS;2008;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;2009;farming;5,29366957641602e+02
3515707;FERRAZ DE VASCONCELOS;2009;native_vegetation;7,43681161236570e+02
3515707;FERRAZ DE VASCONCELOS;2009;non_vegetated_other;1,39586935424805e+00
3515707;FERRAZ DE VASCONCELOS;2009;urban;1,68049564752806e+03
3515707;FERRAZ DE VASCONCELOS;2009;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;2010;farming;5,18036000256348e+02
3515707;FERRAZ DE VASCONCELOS;2010;native_vegetation;7,50331844586178e+02
3515707;FERRAZ DE VASCONCELOS;2010;non_vegetated_other;1,39586935424805e+00
3515707;FERRAZ DE VASCONCELOS;2010;urban;1,68517592156370e+03
3515707;FERRAZ DE VASCONCELOS;2010;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;2011;farming;5,21319635668944e+02
3515707;FERRAZ DE VASCONCELOS;2011;native_vegetation;7,36210219335939e+02
3515707;FERRAZ DE VASCONCELOS;2011;non_vegetated_other;1,39586935424805e+00
3515707;FERRAZ DE VASCONCELOS;2011;urban;1,69601391140133e+03
3515707;FERRAZ DE VASCONCELOS;2011;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;2012;farming;5,56211296862794e+02
3515707;FERRAZ DE VASCONCELOS;2012;native_vegetation;6,94011378002929e+02
3515707;FERRAZ DE VASCONCELOS;2012;non_vegetated_other;3,61257122192383e+00
3515707;FERRAZ DE VASCONCELOS;2012;urban;1,70110438967281e+03
3515707;FERRAZ DE VASCONCELOS;2012;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;2013;farming;5,63516805664061e+02
3515707;FERRAZ DE VASCONCELOS;2013;native_vegetation;6,69135307867433e+02
3515707;FERRAZ DE VASCONCELOS;2013;non_vegetated_other;5,00822510375977e+00
3515707;FERRAZ DE VASCONCELOS;2013;urban;1,71727929712517e+03
3515707;FERRAZ DE VASCONCELOS;2013;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;2014;farming;5,69673844287106e+02
3515707;FERRAZ DE VASCONCELOS;2014;native_vegetation;6,56984599182132e+02
3515707;FERRAZ DE VASCONCELOS;2014;non_vegetated_other;4,67984877929687e+00
3515707;FERRAZ DE VASCONCELOS;2014;urban;1,72360134351189e+03
3515707;FERRAZ DE VASCONCELOS;2014;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;2015;farming;5,71805376702882e+02
3515707;FERRAZ DE VASCONCELOS;2015;native_vegetation;6,38101009356693e+02
3515707;FERRAZ DE VASCONCELOS;2015;non_vegetated_other;5,09042205810547e+00
3515707;FERRAZ DE VASCONCELOS;2015;urban;1,73994282764276e+03
3515707;FERRAZ DE VASCONCELOS;2015;water;0,00000000000000e+00
3515707;FERRAZ DE VASCONCELOS;2016;farming;5,93478408105465e+02
3515707;FERRAZ DE VASCONCELOS;2016;native_vegetation;6,07642608526617e+02
3515707;FERRAZ DE VASCONCELOS;2016;non_vegetated_other;5,66520516357422e+00
3515707;FERRAZ DE VASCONCELOS;2016;urban;1,74807129874873e+03
3515707;FERRAZ DE VASCONCELOS;2016;water;8,21152160644531e-02
3515707;FERRAZ DE VASCONCELOS;2017;farming;6,01030094866945e+02
3515707;FERRAZ DE VASCONCELOS;2017;native_vegetation;5,95246160284429e+02
3515707;FERRAZ DE VASCONCELOS;2017;non_vegetated_other;3,77678052978516e+00
3515707;FERRAZ DE VASCONCELOS;2017;urban;1,75431179406122e+03
3515707;FERRAZ DE VASCONCELOS;2017;water;5,74806018066406e-01
3515707;FERRAZ DE VASCONCELOS;2018;farming;6,15314494921878e+02
3515707;FERRAZ DE VASCONCELOS;2018;native_vegetation;5,80468762542726e+02
3515707;FERRAZ DE VASCONCELOS;2018;non_vegetated_other;1,72431716918945e+00
3515707;FERRAZ DE VASCONCELOS;2018;urban;1,75685725510859e+03
3515707;FERRAZ DE VASCONCELOS;2018;water;5,74806018066406e-01
3515707;FERRAZ DE VASCONCELOS;2019;farming;6,15395923779300e+02
3515707;FERRAZ DE VASCONCELOS;2019;native_vegetation;5,78005788903810e+02
3515707;FERRAZ DE VASCONCELOS;2019;non_vegetated_other;1,31386240844726e+00
3515707;FERRAZ DE VASCONCELOS;2019;urban;1,75956713926997e+03
3515707;FERRAZ DE VASCONCELOS;2019;water;6,56921398925781e-01
3515707;FERRAZ DE VASCONCELOS;2020;farming;6,02666874835209e+02
3515707;FERRAZ DE VASCONCELOS;2020;native_vegetation;5,73408853625491e+02
3515707;FERRAZ DE VASCONCELOS;2020;non_vegetated_other;9,85398907470703e-01
3515707;FERRAZ DE VASCONCELOS;2020;urban;1,77730370220940e+03
3515707;FERRAZ DE VASCONCELOS;2020;water;5,74806182861328e-01
3515707;FERRAZ DE VASCONCELOS;2021;farming;6,02253791436771e+02
3515707;FERRAZ DE VASCONCELOS;2021;native_vegetation;5,61587025744634e+02
3515707;FERRAZ DE VASCONCELOS;2021;non_vegetated_other;9,03254681396484e-01
3515707;FERRAZ DE VASCONCELOS;2021;urban;1,78962075771477e+03
3515707;FERRAZ DE VASCONCELOS;2021;water;5,74806182861328e-01
3515707;FERRAZ DE VASCONCELOS;2022;farming;5,90101178192142e+02
3515707;FERRAZ DE VASCONCELOS;2022;native_vegetation;5,62901199108892e+02
3515707;FERRAZ DE VASCONCELOS;2022;non_vegetated_other;1,97057998657227e+00
3515707;FERRAZ DE VASCONCELOS;2022;urban;1,79840665358879e+03
3515707;FERRAZ DE VASCONCELOS;2022;water;1,56002488403320e+00
3515707;FERRAZ DE VASCONCELOS;2023;farming;5,97900480798344e+02
3515707;FERRAZ DE VASCONCELOS;2023;native_vegetation;5,53459712951663e+02
