"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"wef_nexus_watershed_alto_tiete.nlogox"
"base_convertion_calibration"
"09/11/2026 09:50:18:886 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","climate-scenario","governance-mode","efficiency-gain","hectares-per-farmer","solar-start-year","solar-innovation-coef","solar-imitation-coef","max-solar-adoption","no-pump-irrigation-frac","solar-pump-irrigation-frac","stress-threshold","restriction-strength","urban-pressure-coef","water-stress-exit-coef","warming-ssp245","warming-ssp585","et-sensitivity","climate-onset-year","initial-utilisation","native-release?","native-to-farming-share","base-conversion-rate","[step]","mean [water-stress] of municipalities","mean [water-stress-realised] of municipalities","sum [irrigation-demanded] of farmers","sum [irrigation-applied] of farmers","basin-abstraction-realised","count municipalities with [restriction-level > 0]","mean [restriction-level] of municipalities","count farmers with [has-solar-pump?]","100 * (sum [area-urban] of municipalities) / (sum [total-area] of municipalities)","100 * (sum [area-farming] of municipalities) / (sum [total-area] of municipalities)","count farmers","current-year","basin-wef-index","basin-water-index","basin-energy-index","basin-food-index"
"14","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.006","21","0.42853087142047896","0.42853087142047896","11818.009046389705","11818.009046389705","11907.562800734982","0","0","0","25.009119986631465","23.248879025082605","1614","2006","0.7033247813242839","0.40664956264856755","0","1.0000000000000002"
"21","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.005","3","0.5078958715609027","0.5078958715609027","13992.826134294934","13992.826134294934","14046.476855428591","0","0","0","20.75588422307161","26.05154704997915","1889","1988","0.6483797812270682","0.29675956245413465","0","1.0000000000000018"
"17","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.0013","10","0.5008014616017855","0.5008014616017855","14010.281175439459","14010.281175439459","14010.281175439462","0","0","0","20.975034139139826","26.401667028631486","1895","1995","0.6532912958141474","0.3065825916282971","0","0.9999999999999976"
"19","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.003","5","0.5014418877624186","0.5014418877624186","13928.557733285472","13928.557733285472","13972.365528267812","0","0","0","20.8381839913564","26.132571934971782","1867","1990","0.6528479238567875","0.3056958477135745","0","1.0000000000000004"
"15","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.007","20","0.4421135723673713","0.4421135723673713","12191.643234175091","12191.643234175091","12300.451062635146","0","0","0","25.397496377913367","22.781048519743813","1622","2005","0.6939213729764357","0.38784274595287044","0","1.000000000000001"
"16","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.008","16","0.4334992744275051","0.4334992744275051","12408.76553324579","12408.76553324579","12521.084742567531","0","0","0","24.868833766691743","22.99057134481495","1640","2001","0.699885117704035","0.3997702354080698","0","1.0000000000000002"
"9","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.0013","79","0.49740050158725563","0.49740050158725563","14029.778239467178","14029.778239467178","14069.382143440644","0","0","335","26.69793926734541","25.94968322214447","1636","2064","0.6556458065934383","0.3112916131868767","1","0.9999999999999998"
"2","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.002","80","0.48046017055677215","0.48046017055677215","13340.003763669041","13340.003763669041","13365.342956301538","0","0","328","28.52261473606473","24.19704319867958","1559","2065","0.6673737280760806","0.33474745615216156","1","0.9999999999999998"
"18","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.002","9","0.5006002093113461","0.5006002093113461","13960.375299411078","13960.375299411078","13974.22395716333","0","0","0","21.103368638772483","26.192413027978635","1886","1994","0.6534306243229138","0.3068612486458285","0","0.9999999999999991"
"1","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.0013","76","0.515702457674044","0.4818679037777571","14648.59689238931","14557.632836705268","14586.325846936157","3","0.041666666666666664","362","26.46221117736001","25.96858551336892","1667","2061","0.6632942708891598","0.33279828707695136","1","0.9937902547013683"
"20","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.004","5","0.4964498127964527","0.4964498127964527","13838.62474808765","13838.62474808765","13902.217579946855","0","0","0","21.006352161061642","25.964403765266535","1876","1990","0.6563039757563025","0.312607951512604","0","1.0000000000000009"
"13","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.005","29","0.424612772372063","0.424612772372063","11859.290216396244","11859.290216396244","11920.871571439195","0","0","1","25.914750028106198","22.974152063764073","1585","2014","0.7060373114347255","0.4120746228694513","0.0031545741324921135","0.9999999999999997"
"14","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.006","22","0.42579126222222335","0.42579126222222335","11771.465536525604","11771.465536525604","11818.009046389721","0","0","0","25.228361948767322","23.10895928317429","1601","2007","0.7052214338461524","0.4104428676923061","0","0.9999999999999988"
"15","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.007","21","0.4385846294197452","0.4385846294197452","11906.583730989907","11906.583730989907","12191.64323417509","0","0","0","25.643629999782224","22.61436901193184","1603","2006","0.6963644873247912","0.39272897464958356","0","0.9999999999999988"
"21","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.005","4","0.5057245237318382","0.5057245237318382","13978.38936827051","13978.38936827051","13992.826134294943","0","0","0","20.96494921474111","25.924212220983367","1874","1989","0.6498830220318048","0.2997660440636085","0","1.000000000000001"
"16","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.008","17","0.43170760455525586","0.43170760455525586","12276.721257774248","12276.721257774248","12408.765533245773","0","0","0","25.146428419318813","22.792960578289755","1620","2002","0.7011255045386692","0.40225100907733796","0","1.0000000000000004"
"17","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.0013","11","0.5008014616017853","0.5008014616017853","14004.09316686226","14004.09316686226","14010.28117543945","0","0","0","21.059827698979852","26.397658643439943","1891","1996","0.6532912958141477","0.3065825916282971","0","0.9999999999999982"
"19","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.003","6","0.4994105285365414","0.4994105285365414","13885.486207932183","13885.486207932183","13928.557733285481","0","0","0","20.980171375956026","26.07204359412143","1860","1991","0.6542542494747027","0.30850849894940424","0","1.000000000000001"
"22","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.006","0","0","0","0","0","0","0","0","0","20.12354666050581","26.437877834326258","1918","1985","0","0","0","0"
"18","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.002","10","0.4980678013386576","0.4980678013386576","13842.347368320157","13842.347368320157","13960.375299411095","0","0","0","21.211615373825254","26.165085793946048","1877","1995","0.6551838298424681","0.31036765968493574","0","1.0000000000000004"
"9","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.0013","80","0.49605385477695724","0.49605385477695724","14005.462439889234","14005.462439889234","14029.77823946717","0","0","334","26.77876285460519","25.940895080139136","1632","2065","0.6565781005390293","0.3131562010780593","1","0.9999999999999993"
"20","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.004","6","0.49576681902224756","0.49576681902224756","13772.988101943401","13772.988101943401","13838.62474808767","0","0","0","21.18134599318625","25.87086897689122","1865","1991","0.6567768175999826","0.31355363519996504","0","1.0000000000000002"
"15","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.007","22","0.4340007211145339","0.4340007211145339","11792.737162480904","11792.737162480904","11906.583730989938","0","0","0","25.888090516053122","22.44923071588848","1584","2007","0.6995379623053225","0.39907592461064534","0","0.9999999999999997"
"14","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.006","23","0.42016025372906574","0.42016025372906574","11653.303853794545","11653.303853794545","11771.4655365256","0","0","0","25.44643634737476","22.970075429908803","1590","2008","0.709119824341415","0.418239648682832","0","0.999999999999998"
"1","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.0013","77","0.5141924461845521","0.4803578922882653","14596.700010565437","14505.735954881395","14591.170569332757","3","0.041666666666666664","363","26.543497318562157","25.95969474824717","1663","2062","0.6643286244425355","0.3348890722162479","1","0.993768176668823"
"16","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.008","18","0.4255776842298519","0.4255776842298519","12239.559146075733","12239.559146075733","12276.721257774258","0","0","0","25.421784592127878","22.597455518331664","1609","2003","0.7053692955331792","0.41073859106635885","0","0.9999999999999994"
"21","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.005","5","0.5016308172813448","0.5016308172813448","13959.896485666099","13959.896485666099","13978.38936827052","0","0","0","21.173093063358145","25.797662862970025","1860","1990","0.6527171264975309","0.3054342529950611","0","1.0000000000000007"
"19","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.003","7","0.49653877046521","0.49653877046521","13874.029284903885","13874.029284903885","13885.486207932172","0","0","0","21.121859898576602","26.011678893237534","1856","1992","0.6562423896779315","0.31248477935586333","0","0.9999999999999996"
"13","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.005","30","0.42214194437435165","0.42214194437435165","11881.34856724397","11881.34856724397","11885.633182532078","0","0","3","26.102274175181524","22.864902837803236","1576","2015","0.7077478846639103","0.41549576932782084","0.009517766497461928","0.9999999999999996"
"17","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.0013","12","0.49878443193558375","0.49878443193558375","13912.585445793558","13912.585445793558","14004.09316686222","0","0","0","21.144546726005192","26.393590687673175","1885","1997","0.6546877009676743","0.3093754019353456","0","1.0000000000000029"
"22","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.006","1","0.5036810987224742","0.5036810987224742","13719.931449583217","13719.931449583217","13786.326969742817","0","0","0","20.36910651688939","26.274456511868234","1904","1986","0.6512977008844417","0.30259540176888194","0","1.0000000000000016"
"23","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.007","0","0","0","0","0","0","0","0","0","20.123546660505806","26.43787783432625","1918","1985","0","0","0","0"
"18","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.002","11","0.4969183238217619","0.4969183238217619","13784.171433763639","13784.171433763639","13842.347368320128","0","0","0","21.319705737995637","26.13778060442415","1871","1996","0.6559796219695503","0.3119592439390988","0","1.0000000000000018"
"15","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.007","23","0.42868469022691463","0.42868469022691463","11730.781003602067","11730.781003602067","11792.737162480867","0","0","0","26.130889763326355","22.28562201395723","1565","2008","0.7032182913813656","0.4064365827627335","0","0.9999999999999977"
"14","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.006","24","0.41838228047541304","0.41838228047541304","11613.661522442158","11613.661522442158","11653.303853794558","0","0","0","25.663384748136377","22.832186118183888","1580","2009","0.7103507289016361","0.42070145780327434","0","0.9999999999999978"
"20","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.004","7","0.49225787299569784","0.49225787299569784","13717.134052790869","13717.134052790869","13772.988101943421","0","0","0","21.355755430615545","25.77778336119856","1856","1992","0.659206087926055","0.3184121758521106","0","0.9999999999999992"
"16","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.008","19","0.42345052559541185","0.42345052559541185","12127.593990512734","12127.593990512734","12239.559146075728","0","0","0","25.69515092498527","22.403807745477888","1593","2004","0.7068419438185608","0.41368388763712194","0","0.9999999999999997"
"19","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.003","8","0.49582428171107623","0.49582428171107623","13827.875775085193","13827.875775085193","13874.02928490386","0","0","0","21.263291750438913","25.95143586556779","1850","1993","0.6567370357384849","0.31347407147697126","0","0.9999999999999984"
"1","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.0013","78","0.5137185286003373","0.47988397470405064","14560.173843179817","14469.209787495765","14505.735954881391","3","0.041666666666666664","361","26.624702578273304","25.95076468829208","1660","2063","0.6646489045453314","0.33554526579439137","1","0.9937525432962714"
"21","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.005","6","0.49705166123264277","0.49705166123264277","13702.616746826694","13702.616746826694","13959.896485666075","0","0","0","21.380317096343127","25.671897873734338","1842","1991","0.6558873114543242","0.3117746229086486","0","0.9999999999999999"
"17","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.0013","13","0.49817652812010466","0.49817652812010466","13880.700313421388","13880.700313421388","13912.585445793517","0","0","0","21.229181860144564","26.38947274401408","1880","1998","0.6551085574553124","0.3102171149106244","0","1.0000000000000004"
"13","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.005","31","0.42340357656146793","0.42340357656146793","11853.021744930229","11853.021744930229","11919.859621565345","0","0","10","26.28914337406389","22.756178623666298","1565","2016","0.7068744469959061","0.4137488939918136","0.03194888178913738","0.9999999999999987"
"22","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.006","2","0.500244666935163","0.500244666935163","13628.617061630172","13628.617061630172","13719.931449583222","0","0","0","20.613304561447297","26.11226065126959","1892","1987","0.6536767690448876","0.3073535380897742","0","1.0000000000000009"
"15","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.007","24","0.4219244088524578","0.4219244088524578","11666.770164071628","11666.770164071628","11730.781003602036","0","0","0","26.372056037137924","22.123514829182334","1552","2009","0.7078984861790669","0.41579697235813534","0","0.9999999999999984"
"23","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.007","1","0.5156018109478184","0.5156018109478184","14020.23247902791","14020.23247902791","14138.668378070797","0","0","0","20.40385013191526","26.239712896842367","1898","1986","0.6430449001130503","0.2860898002260976","0","1.0000000000000029"
"14","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.006","25","0.41683248174414916","0.41683248174414916","11582.664043439576","11582.664043439576","11613.661522442155","0","0","0","25.879221762021533","22.695276955247657","1574","2010","0.7114236664848206","0.4228473329696395","0","1.0000000000000016"
"16","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.008","20","0.42038088420204733","0.42038088420204733","12033.911341262095","12033.911341262095","12127.593990512763","0","0","0","25.96644107976686","22.212103817890327","1573","2005","0.7089670801678127","0.4179341603356267","0","0.9999999999999988"
"18","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.002","12","0.4942863753577444","0.4942863753577444","13717.052350388727","13717.052350388727","13784.17143376363","0","0","0","21.427663076360385","26.110474337317978","1866","1997","0.657801740136944","0.3156034802738924","0","0.9999999999999958"
"20","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.004","8","0.4902050930543013","0.4902050930543013","13671.471378627564","13671.471378627564","13717.134052790878","0","0","0","21.52962472528843","25.685102890718273","1850","1993","0.6606272432700985","0.32125448654019817","0","0.9999999999999988"
"19","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.003","9","0.49436776206146704","0.49436776206146704","13775.032182838091","13775.032182838091","13827.8757750852","0","0","0","21.404434121998435","25.89134754475269","1842","1994","0.6577453954959067","0.3154907909918149","0","0.9999999999999984"
"21","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.005","7","0.49420047548547635","0.49420047548547635","13614.538278783344","13614.538278783344","13702.616746826698","0","0","0","21.58662401866915","25.54691477314498","1831","1992","0.657861209279286","0.3157224185585712","0","1.0000000000000009"
"17","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.0013","14","0.49573428013055515","0.49573428013055515","13879.035882497425","13879.035882497425","13880.700313421366","0","0","0","21.313740081171428","26.385298054931297","1877","1999","0.6567993445249989","0.31359868905000066","0","0.9999999999999972"
"13","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.005","32","0.4210422453938554","0.4210422453938554","11841.759016240678","11841.759016240678","11900.92037890686","0","0","14","26.475280668725492","22.648056593075456","1552","2017","0.7085092147273315","0.41701842945466167","0.04510309278350515","1.0000000000000013"
"1","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.0013","79","0.5131933979703358","0.47935884407404905","14505.090382024773","14414.126326340733","14469.209787495767","3","0.041666666666666664","360","26.705832039388888","25.941790450100985","1657","2064","0.6650005940796031","0.3362723697436243","1","0.9937288184155818"
"15","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.007","25","0.4178978552659653","0.4178978552659653","11485.421683561457","11485.421683561457","11666.770164071666","0","0","0","26.61168109124562","21.96281762602355","1536","2010","0.7106861002004854","0.421372200400971","0","0.9999999999999997"
"14","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.006","26","0.4155978574293146","0.4155978574293146","11448.006812938043","11448.006812938043","11582.664043439596","0","0","0","26.09402432443939","22.559271223546112","1560","2011","0.7122784063950903","0.42455681279017976","0","1.0000000000000009"
"22","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.006","3","0.49511841216056574","0.49511841216056574","13532.864203701909","13532.864203701909","13628.61706163018","0","0","0","20.856208874314603","25.951222398736185","1880","1988","0.65722571465807","0.3144514293161396","0","1.0000000000000004"
"16","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.008","21","0.41543617019000695","0.41543617019000695","11832.88501180756","11832.88501180756","12033.911341262112","0","0","0","26.235595476120473","22.0224035355936","1557","2006","0.7123903437146091","0.424780687429221","0","0.9999999999999971"
"23","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.007","2","0.5083967495732129","0.5083967495732129","13941.83633467201","13941.83633467201","14020.232479027929","0","0","0","20.68219638162083","26.043368831096057","1883","1987","0.648033019526237","0.2960660390524747","0","0.9999999999999994"
"18","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.002","13","0.49374694194535806","0.49374694194535806","13665.382166440748","13665.382166440748","13717.05235038871","0","0","0","21.5354861295221","26.083168474636548","1863","1998","0.6581751940378281","0.316350388075658","0","0.9999999999999982"
"20","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.004","9","0.48726162068957307","0.48726162068957307","13647.421374154686","13647.421374154686","13671.471378627559","0","0","0","21.702985670329348","25.592795996421778","1838","1994","0.6626650318302959","0.3253300636605913","0","1.0000000000000004"
"19","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.003","10","0.4919626600701833","0.4919626600701833","13773.61501788555","13773.61501788555","13775.032182838062","0","0","0","21.54528651502033","25.83141465275096","1835","1995","0.6594104661052583","0.31882093221051555","0","1.000000000000001"
"21","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.005","8","0.49304959304565465","0.49304959304565465","13538.3790170447","13538.3790170447","13614.538278783333","0","0","0","21.792100700952176","25.42262691505453","1817","1993","0.6586579740453147","0.31731594809063207","0","0.9999999999999973"
"17","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.0013","15","0.4948651325264995","0.4948651325264995","13875.866325478166","13875.866325478166","13879.035882497428","0","0","0","21.39822999403526","26.381058237348533","1872","2000","0.6574010620970395","0.3148021241940777","0","1.0000000000000013"
"15","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.007","26","0.4142334343766279","0.4142334343766279","11218.918464518696","11218.918464518696","11485.421683561462","0","0","0","26.849784987671956","21.803510560313544","1519","2011","0.7132230069700249","0.4264460139400536","0","0.9999999999999962"
"13","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.005","33","0.4233666754323334","0.4233666754323334","11760.004081271481","11760.004081271481","11930.979101571444","0","0","26","26.660758768969945","22.540464251563403","1541","2018","0.7068999939314615","0.4137999878629231","0.0843608046722907","0.9999999999999999"
"14","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.006","27","0.4127892449701413","0.4127892449701413","11387.196911150773","11387.196911150773","11448.006812938042","0","0","0","26.307705516715853","22.424256059246986","1551","2012","0.7142228304052863","0.4284456608105734","0","0.9999999999999992"
"22","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.006","4","0.4918019017049441","0.4918019017049441","13333.368077173565","13333.368077173565","13532.864203701909","0","0","0","21.09784551976362","25.79131591596086","1862","1989","0.6595217603581152","0.31904352071623143","0","0.999999999999999"
"16","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.008","22","0.411294315903599","0.411294315903599","11677.665910514932","11677.665910514932","11832.885011807522","0","0","0","26.502711713724985","21.834609518216624","1541","2007","0.7152577812975082","0.43051556259501667","0","0.9999999999999997"
"1","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.0013","80","0.5126966641748912","0.47886211027860437","14504.494358536303","14413.530302852263","14414.126326340744","3","0.041666666666666664","359","26.786886674808535","25.93277125993579","1656","2065","0.6653443578584834","0.3369601549988555","1","0.9937285607181113"
"18","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.002","14","0.49336738296246746","0.49336738296246746","13658.109795408363","13658.109795408363","13665.382166440726","0","0","0","21.64318645521698","26.05585168088576","1856","1999","0.6584379656413685","0.3168759312827371","0","0.9999999999999999"
"14","historical","fragmented","0","100","2013","0.003","0.25","0.2","0.55","0.95","0.8","0.5","0.5","0.3","1.4","2.1","0.04","2025","1.3","true","0.5","0.006","28","0.4087648934739269","0.4087648934739269","11356.054136478871","11356.054136478871","11387.196911150802","0","0","0","26.520308920472143","22.290188097861567","1540","2013","0.7170089199026661","0.43401783980533193","0","1.0000000000000004"
